activity_id,assay_id,molregno,smiles,standard_type,mdck_value,units,assay_description
19142604,1875437,1150434,CC(C)(CC1Cc2ccccc2C1)NC[C@@H](O)COc1cc(C2CC3CC2C2C(C(=O)O)C32)ccc1C#N,Papp,5.3,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142605,1875437,2171462,O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(CC(=O)N4CCOCC4)cc3)cc12,Papp,2.4,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142606,1875437,1841165,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,Papp,27,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142607,1875437,1278201,CC1(C)CN(CCC#N)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,Papp,40,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142608,1875437,2464442,COc1cc2c(cc1Cc1ccccc1)C[C@H](N)C(=O)N2OC(=O)N(C)C,Papp,38,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142609,1875437,2400303,Cc1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)c3c(c2)OC(C)(C)C3)nc1,Papp,22,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142610,1875437,2386799,Cn1nc(C(=O)NCCN2CCOCC2)cc1-c1cc2ccccc2[nH]1,Papp,33,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142611,1875437,1429066,O=C(O)C(=O)Nc1ccc(NC(=O)[C@H](CC2CCCC2)n2cnc(C(F)(F)F)c2)nc1,Papp,0.59,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142612,1875437,2344730,NC(=O)c1c(-c2ccc(Oc3ccc(Cl)cc3)cc2)nn([C@@H]2CCCN(C(=O)/C=C/CO)C2)c1N,Papp,5.5,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142613,1875437,2165646,C[C@H]1COCCN1c1nc(-c2cnc(N)nc2)c2c(n1)N([C@@]1(C)CCN(C(=O)C(C)(C)N)C1)CC2,Papp,5.1,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142614,1875437,2416207,CC(=O)NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(C(F)(F)F)c1,Papp,35,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142615,1875437,2237763,Cc1c(C(=O)O)cnn1-c1nc(-c2cccc(C(F)(F)F)c2)cs1,Papp,38,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142616,1875437,2376545,CC(C)n1ncc2c1C(=O)CC1(CCN(C(=O)c3ccc4[nH]nc(C(N)=O)c4c3)CC1)C2,Papp,3.6,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142617,1875437,2364375,COc1cc2c(OC[C@H]3NC(=O)[C@@H]4C[C@]34C)nccc2cc1C(N)=O,Papp,19,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142618,1875437,1514958,O=C(NC1CCCC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,Papp,35,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142619,1875437,2364322,CC1(OC(=O)N2CCC(n3ncc(COc4ccc(C(N)=O)cc4F)c3C#N)CC2)CC1,Papp,26,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142620,1875437,2461237,CN(C)C(=O)c1cc(CC(=O)O)ccc1NC(=O)c1ccccc1-c1ccc(C(F)(F)F)cc1,Papp,1.4,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142621,1875437,2085510,Nc1noc2ccc(-c3cc(Cl)ccc3Oc3cc(F)c(S(=O)(=O)Nc4cscn4)cc3F)cc12,Papp,3.8,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142622,1875437,2028819,Cc1nc([C@@H]2CCOC2)c2c(N3CCc4c(c(C5CC5)nn4C)C3)ncnn12,Papp,30,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142623,1875437,2393174,O=c1[nH]c(=S)n(CCO)c2cc[nH]c12,Papp,1.7,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142624,1875437,2407878,Cn1cnc(-c2ccc(O[C@H]3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)C[C@@H]3F)c(C(N)=O)c2)c1,Papp,14,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142625,1875437,14366,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,Papp,22,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142626,1875437,6514,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Papp,4.2,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142627,1875437,97,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,Papp,26,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142628,1875437,88100,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,Papp,9.9,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142629,1875437,62259,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,Papp,2.7,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19142630,1875437,1561261,CCC[C@H](Oc1cc(C)c(-n2cc(C(F)(F)F)cn2)c(C)c1)c1ccc(C(=O)NCCC(=O)O)cc1,Papp,8.5,10'-6 cm/s,Apparent permeability of the compound across dog RRCK cells by MDCK-LE assay
19176923,1884682,2390581,O=S(=O)(Nc1ncns1)c1ccc2c(c1)OCC[C@@H]2N1CC[C@H](C(F)(F)F)C[C@@H]1c1ccc(F)cc1,Papp,2.1,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19176924,1884682,2322442,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1ccc(F)cc1)CCO2,Papp,9.7,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19176925,1884682,2414313,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1cn[nH]c1)CCO2,Papp,1.1,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19176926,1884682,2369287,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1cc[nH]n1)CCO2,Papp,1.3,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19176927,1884682,2353877,Cn1nccc1[C@H]1C[C@@H](C(F)(F)F)CCN1[C@H]1CCOc2cc(S(=O)(=O)Nc3ccncn3)c(F)cc21,Papp,2,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19176928,1884682,2380877,Cn1ccc([C@H]2C[C@@H](C(F)(F)F)CCN2[C@H]2CCOc3cc(S(=O)(=O)Nc4ccncn4)c(F)cc32)n1,Papp,4,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19176929,1884682,2400607,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1cnco1)CCO2,Papp,2.9,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19176930,1884682,2351094,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1ccncc1)CCO2,Papp,3.1,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19176931,1884682,2413852,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1cccnc1)CCO2,Papp,2.6,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19176932,1884682,2371999,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1ccccn1)CCO2,Papp,7.6,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19176933,1884682,2381687,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1ccncn1)CCO2,Papp,0.7,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19176934,1884682,2369349,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1cnccn1)CCO2,Papp,1.6,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19176935,1884682,2439938,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1ccnnc1)CCO2,Papp,0.1,10'-6 cm/s,Apparent passive permeability of the compound across apical to basolateral side in wild-type MDCKI cells by transwell assay
19236797,1896812,2367956,CC[C@H](C)[C@@H]1NC(=O)CNc2cccc(c2)CCNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@@H](CC(C)C)NC1=O,Papp,5.7,10'-6cm/s2,Apparent permeability in dog MDCK2 cells incubated for 3 hrs
19236798,1896812,2457552,CC[C@H](C)[C@@H]1NC(=O)CNc2ccccc2CCNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@@H](CC(C)C)NC1=O,Papp,12.9,10'-6cm/s2,Apparent permeability in dog MDCK2 cells incubated for 3 hrs
19236799,1896812,2349048,CC[C@H](C)[C@@H]1NC(=O)CNc2cccc(c2)CCNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC1=O,Papp,7.6,10'-6cm/s2,Apparent permeability in dog MDCK2 cells incubated for 3 hrs
19236800,1896812,2416797,CC[C@H](C)[C@@H]1NC(=O)CNc2ccccc2CCNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC1=O,Papp,14.5,10'-6cm/s2,Apparent permeability in dog MDCK2 cells incubated for 3 hrs
19236801,1896812,2411409,CC(C)C[C@H]1NC(=O)[C@@H](C(C)C)NC(=O)CNc2cccc(c2)CCNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(F)cc2)NC1=O,Papp,4,10'-6cm/s2,Apparent permeability in dog MDCK2 cells incubated for 3 hrs
19236802,1896812,2402069,CC(C)C[C@H]1NC(=O)[C@@H](C(C)C)NC(=O)CNc2ccccc2CCNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(F)cc2)NC1=O,Papp,5.5,10'-6cm/s2,Apparent permeability in dog MDCK2 cells incubated for 3 hrs
19236803,1896812,2345866,CC[C@H](C)[C@@H]1NC(=O)CCCNc2cccc(c2)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@H](CC2CCCCC2)NC1=O,Papp,2.9,10'-6cm/s2,Apparent permeability in dog MDCK2 cells incubated for 3 hrs
19236804,1896812,2377665,CC[C@H](C)[C@@H]1NC(=O)CNc2cccc(c2)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@H](CC2CCCCC2)NC1=O,Papp,3.9,10'-6cm/s2,Apparent permeability in dog MDCK2 cells incubated for 3 hrs
19315960,1914443,2377239,O=S(=O)(Nc1cc(Cl)ccc1O)c1cc(Br)ccc1O,Papp,36.4,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315961,1914443,2440173,O=S(=O)(Nc1cc(S(F)(F)(F)(F)F)ccc1O)c1cc(Br)ccc1O,Papp,14.7,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315962,1914443,2377507,N#CC1(c2ccc(O)c(NS(=O)(=O)c3cc(Br)ccc3O)c2)CCC1,Papp,27.8,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315963,1914443,2378209,O=C(O)c1c(O)c(NS(=O)(=O)c2cc(Br)ccc2O)cc(C2CC2)c1F,Papp,0.61,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315964,1914443,2406126,N#CC1(c2cc(NS(=O)(=O)c3cc(Br)cc(Cl)c3O)c(O)c(C(=O)O)c2)CCC1,Papp,0.33,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315965,1914443,2424238,CNC(=O)c1cc(Cl)cc(NS(=O)(=O)c2cc(Br)ccc2O)c1O,Papp,16.7,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315966,1914443,2372554,CNC(=O)c1c(O)c(NS(=O)(=O)c2cc(Br)ccc2O)cc(C2CC2)c1F,Papp,12.9,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315967,1914443,2414059,CNC(=O)c1cc(C2(C#N)CCC2)cc(NS(=O)(=O)c2cc(Br)ccc2O)c1O,Papp,45.2,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315968,1914443,2379658,CNC(=O)c1cc(C2(C#N)CCC2)cc(NS(=O)(=O)c2cc(Br)cc(Cl)c2O)c1O,Papp,14,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315969,1914443,2357693,N#CC1(c2cc(Nc3nc[nH]n3)c(O)c(NS(=O)(=O)c3cc(Br)ccc3O)c2)CCC1,Papp,58.4,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315970,1914443,2363393,CS(=O)(=O)c1cc(Cl)cc(NS(=O)(=O)c2cc(Br)ccc2O)c1,Papp,4.79,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315971,1914443,2404980,CS(=O)(=O)c1cc(Cl)cc(NS(=O)(=O)c2cc(Br)cc(Cl)c2O)c1,Papp,3.89,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315972,1914443,2382476,CS(=O)(=O)c1cc(NS(=O)(=O)c2cc(Br)ccc2O)cc(S(F)(F)(F)(F)F)c1,Papp,16.1,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19315973,1914443,2422463,CS(=O)(=O)c1cc(S(F)(F)(F)(F)F)cc(NS(=O)(=O)c2cc(Br)cc(Cl)c2O)c1O,Papp,18.6,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells
19405844,1923382,2437360,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)C2)n1,permeability,3.9,ucm/s,Permeability across apical to basolateral side of MDCK cells
19405845,1923382,2401259,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(C)c(Cl)c3)C2)n1,permeability,3.9,ucm/s,Permeability across apical to basolateral side of MDCK cells
19405846,1923382,2385838,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)C2)n1,permeability,4.1,ucm/s,Permeability across apical to basolateral side of MDCK cells
19405847,1923382,2402813,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN4CCOCC4)c(C(F)(F)F)c3)C2)n1,permeability,12.4,ucm/s,Permeability across apical to basolateral side of MDCK cells
19405848,1923382,2438673,CCN1CCN(Cc2ccc(NC(=O)N[C@H]3CCN(c4ccnc(NC)n4)C3)cc2C(F)(F)F)CC1,permeability,0.3,ucm/s,Permeability across apical to basolateral side of MDCK cells
19439956,1928160,2437312,O=C1NC(c2ccccc2)(c2ccccc2)CC(O)=C1Sc1ccccc1Cl,Papp,9.4,10'-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells
19439957,1928160,2400483,O=C1NC(c2ccccc2)(c2ccsc2)CC(O)=C1Sc1ccccc1Cl,Papp,7.4,10'-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells
19439958,1928160,2415492,O=C1NC(c2ccsc2)(c2cccc(NC3CCOCC3)c2)CC(O)=C1Sc1ccccc1Cl,Papp,0.5,10'-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells
19439959,1928160,2447148,O=C1NC(c2ccsc2)(c2cccc(Nc3ccc(F)cc3)c2)CC(O)=C1Sc1ccccc1Cl,Papp,1,10'-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells
19439960,1928160,2392310,O=C1NC(c2ccc(N3CCCCC3)cc2)(c2ccsc2)CC(O)=C1Sc1ccccc1Cl,Papp,1.7,10'-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells
19439961,1928160,2205769,O=C1N[C@](c2ccc(N3CCOCC3)cc2)(c2ccsc2)CC(O)=C1Sc1ccccc1Cl,Papp,3.4,10'-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells
19439962,1928160,2405349,CC1CN(c2ccc(C3(c4ccsc4)CC(O)=C(Sc4ccccc4Cl)C(=O)N3)cc2)CC(C)O1,Papp,6,10'-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells
20631522,1977691,2477375,COC(=O)[C@@H](N)Cc1cn(-c2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)c2ccccc12,permeability,0.06,cm/s,Permeability in dog MDCK cells
20631529,1977691,2476814,COC(=O)[C@@H](N)Cc1cn(-c2nc(Cl)nc(N3CCCCC3)n2)c2ccccc12,permeability,0.08,cm/s,Permeability in dog MDCK cells
20631536,1977691,2473350,N[C@@H](Cc1cn(-c2nc(Cl)nc(N3CCOCC3)n2)c2ccccc12)C(=O)O,permeability,0.64,cm/s,Permeability in dog MDCK cells
20631543,1977691,2270731,O=C1COCCN1c1ccc(Nc2nc(Cl)nc(N3CCCC3)n2)cc1,permeability,0.12,cm/s,Permeability in dog MDCK cells
20669664,1986892,2471892,O=C(N[C@]12C[C@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2)C1CC1,Papp,4.4,10'-6 cm/s,Apparent permeability in dog MDCK2 cells at pH 7.4
20669665,1986892,2473748,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(CCO)c4)ncc3F)C[C@]12NC(=O)[C@H]1C[C@@H]1C#N,Papp,1.2,10'-6 cm/s,Apparent permeability in dog MDCK2 cells at pH 7.4
20669666,1986892,2470993,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@@H]1C[C@H]1C#N,Papp,12.9,10'-6 cm/s,Apparent permeability in dog MDCK2 cells at pH 7.4
20669667,1986892,2485182,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@H]1C[C@@H]1C#N,Papp,13.8,10'-6 cm/s,Apparent permeability in dog MDCK2 cells at pH 7.4
20669668,1986892,2472183,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@@H]1CC1(F)F,Papp,17,10'-6 cm/s,Apparent permeability in dog MDCK2 cells at pH 7.4
20678576,1988684,2478155,Cc1cc(-c2ccc(=O)n(C)c2C)cc2cn(C3CCNCC3)nc12,Papp,4.1,10'-6 cm/s,Apparent permeability in MDCK cells
20678629,1988684,2484110,Cn1c(F)c(-c2cc(C(F)(F)F)c3nn(C4CCNCC4)cc3c2)ccc1=O,Papp,4.8,10'-6 cm/s,Apparent permeability in MDCK cells
20678635,1988684,2480649,O=c1ccc(-c2cc(C(F)(F)F)c3nn(C4CCNCC4)cc3c2)c2n1CCC2,Papp,1.8,10'-6 cm/s,Apparent permeability in MDCK cells
20678640,1988684,2479203,O=c1ccc(-c2cc(C(F)(F)F)c3nn([C@@H]4CCNC[C@H]4F)cc3c2)c2n1CCC2,Papp,9.8,10'-6 cm/s,Apparent permeability in MDCK cells
20678648,1988684,2478184,O=c1ccc(-c2cc(C(F)(F)F)c3nn([C@H]4CCNC[C@@H]4F)cc3c2)c2n1CCC2,Papp,17,10'-6 cm/s,Apparent permeability in MDCK cells
20678682,1988684,2469406,O=c1ccc(-c2cc(C(F)(F)F)c3nn([C@@H]4CCNC[C@@H]4F)cc3c2)c2n1CCC2,Papp,7.3,10'-6 cm/s,Apparent permeability in MDCK cells
20679989,1989032,2478058,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)C2CC2)c1=O,Papp,13.5,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM incubated for 3 hrs by LC-MS/MS analysis
20679990,1989032,2484990,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@H]2C[C@H]2F)c1=O,Papp,6.4,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM incubated for 3 hrs by LC-MS/MS analysis
20679991,1989032,2471463,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@@H]2C[C@@H]2F)c1=O,Papp,12.1,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM incubated for 3 hrs by LC-MS/MS analysis
20679992,1989032,2469618,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@H]2C[C@@H]2F)c1=O,Papp,10.8,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM incubated for 3 hrs by LC-MS/MS analysis
20679993,1989032,2474865,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@@H]2C[C@H]2F)c1=O,Papp,14,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM incubated for 3 hrs by LC-MS/MS analysis
20679994,1989032,2205033,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,Papp,15.1,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM incubated for 3 hrs by LC-MS/MS analysis
22391355,2013349,1439597,Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2Cl)n1,Papp,20,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391356,2013349,367860,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,Papp,3.4,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391357,2013349,1966507,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,Papp,3.6,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391358,2013349,1563422,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CCCOC1,Papp,6.2,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391359,2013349,2216858,Cc1cc(Nc2nccc3nc(-c4c(Cl)cc(C#N)cc4Cl)[nH]c23)ncn1,Papp,16,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391360,2013349,1927064,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,Papp,16,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391361,2013349,2491530,O=C(Nc1c[nH]nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,Papp,14,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391362,2013349,2513933,Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,Papp,14,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391363,2013349,2488446,Nc1nn2cccnc2c1C(=O)Nc1c[nH]nc1-c1cc(Cl)ccc1OC(F)F,Papp,15,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391364,2013349,2507899,O=C(Nc1c[nH]nc1-c1cc(Cl)ccc1OC(F)F)c1cncc2c[nH]nc12,Papp,9.5,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391365,2013349,2489827,O=C(Nc1c[nH]nc1-c1cc(Br)ccc1OC(F)F)c1cnn2cccnc12,Papp,17,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391366,2013349,2511356,O=C(Nc1c[nH]nc1-c1cc(I)ccc1OC(F)F)c1cnn2cccnc12,Papp,15,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391367,2013349,2494084,O=C(Nc1c[nH]nc1-c1cc2cn[nH]c2cc1OC(F)F)c1cnn2cccnc12,Papp,1.6,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22391368,2013349,2492832,O=C(Nc1c[nH]nc1-c1cc2ccccc2cc1OC(F)F)c1cnn2cccnc12,Papp,13,10^-6 cm/s,Apparent permeability across apical to basolateral side in MDCK cells at 10 uM incubated upto 180 mins by LC/MS-MS analysis
22429131,2021998,2501342,Cn1ccc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)n1,Papp,20,10^-6 cm/s,Apparent permeability in MDCK-II cells
22429132,2021998,2514560,Cn1ccc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@H](C#N)C4)c3)n2)n1,Papp,14,10^-6 cm/s,Apparent permeability in MDCK-II cells
22429133,2021998,2497785,N#CC[C@]1(n2cc(-c3nc(-c4cc[nH]n4)cn4nccc34)cn2)C[C@H](C#N)C1,Papp,17,10^-6 cm/s,Apparent permeability in MDCK-II cells
