activity_id,assay_id,molregno,smiles,standard_type,caco2_value,units,assay_description,canonical_smiles,papp_cms_caco2,log10_caco2
13865976,1282195,1609331,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccn3)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C4(C)C,Papp,4.68,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccn3)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C4(C)C,4.679999999999999e-06,-5.329754146925876
13865977,1282195,1609330,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C4(C)C,Papp,16.4,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C4(C)C,1.64e-05,-4.785156151952302
13865978,1282195,1609329,CO[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C4(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,Papp,0.88,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C4(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,8.799999999999999e-07,-6.055517327849832
13865979,1282195,1609328,CO[C@H]1C(=O)[C@]2(C)CC[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccc2)C(C)=C1C3(C)C,Papp,2.64,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)CC[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccc2)C(C)=C1C3(C)C,2.64e-06,-5.578396073130169
13865980,1282195,1609327,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C3(C)C,Papp,2.57,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C3(C)C,2.5699999999999995e-06,-5.590066876668706
13865981,1282195,1609326,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccn2)C(C)=C1C3(C)C,Papp,3.66,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccn2)C(C)=C1C3(C)C,3.66e-06,-5.436518914605589
13865982,1282195,1609325,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccc2)C(C)=C1C3(C)C,Papp,2.83,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccc2)C(C)=C1C3(C)C,2.83e-06,-5.54821356447571
13865983,1282195,1609324,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c2ccccc2)c2ccccc2)C(C)=C1C3(C)C,Papp,1.48,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c2ccccc2)c2ccccc2)C(C)=C1C3(C)C,1.48e-06,-5.8297382846050425
13865984,1282195,1609323,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,Papp,7.16,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,7.16e-06,-5.145086977692144
13865985,1282195,1609322,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccn4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,Papp,4.53,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccn4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,4.53e-06,-5.343901797987169
13865986,1282195,1609321,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,Papp,6.97,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,6.969999999999999e-06,-5.15676722190199
13865987,1282195,1609320,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,Papp,3.32,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,3.3199999999999996e-06,-5.478861916295964
13865988,1282195,1609319,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C2(C)C,Papp,10.68,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C2(C)C,1.068e-05,-4.9714287473074625
13865989,1282195,1609318,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccn3)C(C)=C1C2(C)C,Papp,4.41,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccn3)C(C)=C1C2(C)C,4.41e-06,-5.355561410532162
13865990,1282195,1609317,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,Papp,10.55,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,1.055e-05,-4.976747540366288
13865991,1282195,1609316,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,Papp,3.27,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,3.27e-06,-5.485452247339714
13865992,1282195,1609315,COC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C2(C)C,Papp,8.87,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,COC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C2(C)C,8.869999999999998e-06,-5.052076380168273
13865993,1282195,1609314,COC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,Papp,6.91,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,COC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,6.91e-06,-5.1605219526258015
13865994,1282195,1609313,COC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,Papp,4.38,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,COC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,4.3799999999999996e-06,-5.3585258894959
13865995,1282195,1609312,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C3(C)C,Papp,8.17,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C3(C)C,8.17e-06,-5.087777943467585
13865996,1282195,1609311,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccn4)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C3(C)C,Papp,3.02,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccn4)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C3(C)C,3.02e-06,-5.519993057042849
13865997,1282195,1609310,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C3(C)C,Papp,8.11,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C3(C)C,8.109999999999999e-06,-5.090979145788844
13865998,1282195,1609309,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C3(C)C,Papp,2.94,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C3(C)C,2.94e-06,-5.531652669587843
13865999,1282195,1609308,CO[C@H]1C(=O)[C@]2(C)CC[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C2(C)C,Papp,7.17,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)CC[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C2(C)C,7.17e-06,-5.1444808443322
13866000,1282195,1609307,CO[C@H]1C(=O)[C@]2(C)CC[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,Papp,3.64,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)CC[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,3.64e-06,-5.4388986163509445
13866001,1282195,675699,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,Papp,3.73,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,3.73e-06,-5.428291168191312
13866002,1282195,8062,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,Papp,0.97,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,9.7e-07,-6.013228265733755
13886343,1283928,444561,O=C1OC[C@H](Cc2cccc(O)c2)[C@H]1Cc1cccc(O)c1,Papp,13.7,ucm/s,Apparent permeability across apical to basolateral side in human Caco2 cells after 2 hrs by HPLC analysis,O=C1OC[C@H](Cc2cccc(O)c2)[C@H]1Cc1cccc(O)c1,1.37e-05,-4.863279432843593
13886344,1283928,444560,OC[C@H](Cc1cccc(O)c1)[C@H](CO)Cc1cccc(O)c1,Papp,7.7,ucm/s,Apparent permeability across apical to basolateral side in human Caco2 cells after 2 hrs by HPLC analysis,OC[C@H](Cc1cccc(O)c1)[C@H](CO)Cc1cccc(O)c1,7.699999999999999e-06,-5.113509274827519
13886345,1283928,288587,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,Papp,8.0,ucm/s,Apparent permeability across apical to basolateral side in human Caco2 cells after 2 hrs by HPLC analysis,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,8e-06,-5.096910013008056
13884707,1284535,1612478,Cc1nc(-n2ccc(C3CC3)cc2=O)sc1C(=O)NCc1ccccc1,Papp,28.0,ucm/s,Apparent permeability from apical to basolateral side of human Caco2 cells,Cc1nc(-n2ccc(C3CC3)cc2=O)sc1C(=O)NCc1ccccc1,2.8e-05,-4.552841968657781
13884724,1284535,1612472,COc1ccn(-c2nc(C)c(C(=O)NCc3ccccc3)s2)c(=O)c1,Papp,15.0,ucm/s,Apparent permeability from apical to basolateral side of human Caco2 cells,COc1ccn(-c2nc(C)c(C(=O)NCc3ccccc3)s2)c(=O)c1,1.4999999999999999e-05,-4.823908740944319
13884728,1284535,1612475,Cc1nc(-n2ccc(OCc3cscn3)cc2=O)sc1C(=O)NCc1ccccc1,Papp,11.0,ucm/s,Apparent permeability from apical to basolateral side of human Caco2 cells,Cc1nc(-n2ccc(OCc3cscn3)cc2=O)sc1C(=O)NCc1ccccc1,1.1e-05,-4.958607314841775
13884730,1284535,1612488,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)c(F)c1,Papp,9.0,ucm/s,Apparent permeability from apical to basolateral side of human Caco2 cells,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)c(F)c1,9e-06,-5.045757490560675
13884731,1284535,1612486,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)cc1,Papp,9.0,ucm/s,Apparent permeability from apical to basolateral side of human Caco2 cells,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)cc1,9e-06,-5.045757490560675
13884732,1284535,1612482,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccccc1,Papp,7.0,ucm/s,Apparent permeability from apical to basolateral side of human Caco2 cells,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccccc1,7e-06,-5.154901959985743
13884735,1284535,1612469,Cc1nc(-n2ccc(-c3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,Papp,1.0,ucm/s,Apparent permeability from apical to basolateral side of human Caco2 cells,Cc1nc(-n2ccc(-c3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,1e-06,-6.0
13884736,1284535,1612471,Cc1nc(-n2ccc(CCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,Papp,0.6,ucm/s,Apparent permeability from apical to basolateral side of human Caco2 cells,Cc1nc(-n2ccc(CCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,6e-07,-6.221848749616356
13884743,1284535,1612473,Cc1nc(-n2ccc(OCCC3CC3)cc2=O)sc1C(=O)NCc1ccccc1,Papp,0.05,ucm/s,Apparent permeability from apical to basolateral side of human Caco2 cells,Cc1nc(-n2ccc(OCCC3CC3)cc2=O)sc1C(=O)NCc1ccccc1,5e-08,-7.301029995663981
13884745,1284535,1612470,Cc1nc(-n2ccc(OCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,Papp,0.02,ucm/s,Apparent permeability from apical to basolateral side of human Caco2 cells,Cc1nc(-n2ccc(OCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,2e-08,-7.698970004336019
13894109,1287571,1615006,COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc32)c1C,permeability,11.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc32)c1C,1.1e-05,-4.958607314841775
13894110,1287571,1615005,COc1ncnc(Cn2cc(C(=O)NCCF)c3ncc(C)cc32)c1C,permeability,33.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,COc1ncnc(Cn2cc(C(=O)NCCF)c3ncc(C)cc32)c1C,3.2999999999999996e-05,-4.481486060122113
13894111,1287571,1615004,COc1ncnc(Cn2cc(C(=O)NCC3CC3)c3ncccc32)c1C,permeability,38.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,COc1ncnc(Cn2cc(C(=O)NCC3CC3)c3ncccc32)c1C,3.7999999999999995e-05,-4.42021640338319
13894112,1287571,1615003,COc1ncnc(Cn2cc(C(=O)NCCF)c3ncccc32)c1C,permeability,25.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,COc1ncnc(Cn2cc(C(=O)NCCF)c3ncccc32)c1C,2.4999999999999998e-05,-4.6020599913279625
13903904,1289674,1615914,NC[C@]1(c2cccc(Cl)c2)CC[C@H](n2nc(-c3cccnc3)ccc2=O)CC1,permeability,8.6,ucm/s,Permeability from apical to basolateral side in human Caco2 cells,NC[C@]1(c2cccc(Cl)c2)CC[C@H](n2nc(-c3cccnc3)ccc2=O)CC1,8.599999999999999e-06,-5.0655015487564325
