activity_id,assay_id,molregno,smiles,standard_type,caco2_value,units,assay_description,canonical_smiles,papp_cms_caco2,log10_caco2
13425890,978863,1579272,COc1ccc(-c2csc(-c3nc4c(=O)n(C)c(=O)nc-4n(C)n3)c2)cc1OC,permeability,0.3,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,COc1ccc(-c2csc(-c3nc4c(=O)n(C)c(=O)nc-4n(C)n3)c2)cc1OC,3e-07,-6.522878745280337
13425881,978863,1579271,N#Cc1ccc2cc3c(=O)[nH]c(=O)nc-3n(-c3cccc(-c4nnn[nH]4)c3)c2c1,permeability,1.34,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,N#Cc1ccc2cc3c(=O)[nH]c(=O)nc-3n(-c3cccc(-c4nnn[nH]4)c3)c2c1,1.34e-06,-5.872895201635193
13425882,978863,1579268,N#Cc1ccc2cc3c(=O)[nH]c(=O)nc-3n(-c3cccc(S(N)(=O)=O)c3)c2c1,permeability,0.25,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,N#Cc1ccc2cc3c(=O)[nH]c(=O)nc-3n(-c3cccc(S(N)(=O)=O)c3)c2c1,2.5e-07,-6.6020599913279625
13425883,978863,1579267,CS(=O)(=O)Nc1cccc(-n2c3nc(=O)[nH]c(=O)c-3cc3cc(Cl)ccc32)c1,permeability,0.25,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,CS(=O)(=O)Nc1cccc(-n2c3nc(=O)[nH]c(=O)c-3cc3cc(Cl)ccc32)c1,2.5e-07,-6.6020599913279625
13425884,978863,1579266,CS(=O)(=O)Nc1cccc(-n2c3nc(=O)[nH]c(=O)c-3cc3ccccc32)c1,permeability,0.41,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,CS(=O)(=O)Nc1cccc(-n2c3nc(=O)[nH]c(=O)c-3cc3ccccc32)c1,4.0999999999999994e-07,-6.3872161432802645
13425885,978863,1579265,CS(=O)(=O)Nc1cccc(-n2c3nc(=O)[nH]c(=O)c-3cc3ccc(C#N)cc32)c1,permeability,0.16,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,CS(=O)(=O)Nc1cccc(-n2c3nc(=O)[nH]c(=O)c-3cc3ccc(C#N)cc32)c1,1.6e-07,-6.795880017344075
13425886,978863,1579257,N#Cc1ccc2cc3c(=O)[nH]c(=O)nc-3n(-c3cccc(CO)c3)c2c1,permeability,0.3,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,N#Cc1ccc2cc3c(=O)[nH]c(=O)nc-3n(-c3cccc(CO)c3)c2c1,3e-07,-6.522878745280337
13425887,978863,1579297,N#Cc1ccc2cc3c(=O)[nH]c(=O)nc-3n(-c3ccccc3)c2c1,permeability,0.44,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,N#Cc1ccc2cc3c(=O)[nH]c(=O)nc-3n(-c3ccccc3)c2c1,4.3999999999999997e-07,-6.356547323513813
13425888,978863,380763,Cn1c2nc(=O)[nH]c(=O)c-2cc2ccccc21,permeability,12.1,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,Cn1c2nc(=O)[nH]c(=O)c-2cc2ccccc21,1.21e-05,-4.91721462968355
13425889,978863,1579276,Cc1csc(-c2nc3c(=O)nc(N)nc-3n(C)n2)c1,permeability,0.9,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,Cc1csc(-c2nc3c(=O)nc(N)nc-3n(C)n2)c1,9e-07,-6.045757490560675
13425891,978863,1579306,CCc1ccc(-c2nc3c(=O)n(Cc4ccccc4)c(=O)nc-3n(C)n2)cc1,permeability,0.7,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,CCc1ccc(-c2nc3c(=O)n(Cc4ccccc4)c(=O)nc-3n(C)n2)cc1,7e-07,-6.154901959985743
13425892,978863,1579409,Cn1nc(-c2ccc(OC(F)(F)F)cc2)nc2c(=O)n(C)c(=O)nc1-2,permeability,18.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,Cn1nc(-c2ccc(OC(F)(F)F)cc2)nc2c(=O)n(C)c(=O)nc1-2,1.8e-05,-4.7447274948966935
13425893,978863,1579408,CCc1ccc(-c2nc3c(=O)n(C)c(=O)nc-3n(C)n2)cc1,permeability,22.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,CCc1ccc(-c2nc3c(=O)n(C)c(=O)nc-3n(C)n2)cc1,2.2e-05,-4.657577319177793
13424102,979400,1577719,COc1cc(-c2ccc3nc(NC(C)=O)sc3c2)cnc1N,Papp,6.7,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells,COc1cc(-c2ccc3nc(NC(C)=O)sc3c2)cnc1N,6.7e-06,-5.173925197299174
13424103,979400,1577730,CC(=O)Nc1cn2cc(-c3cnc(N)c(C(F)(F)F)c3)ccc2n1,Papp,40.0,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells,CC(=O)Nc1cn2cc(-c3cnc(N)c(C(F)(F)F)c3)ccc2n1,3.9999999999999996e-05,-4.3979400086720375
13424104,979400,1577724,CC(=O)Nc1nc2ccc(-c3cnc(N)c(C(F)(F)F)c3)cc2s1,Papp,16.0,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells,CC(=O)Nc1nc2ccc(-c3cnc(N)c(C(F)(F)F)c3)cc2s1,1.6e-05,-4.795880017344075
13424105,979400,1577722,CC(=O)Nc1nc2ccc(-c3ccc(N)nc3)cc2s1,Papp,46.0,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells,CC(=O)Nc1nc2ccc(-c3ccc(N)nc3)cc2s1,4.6e-05,-4.337242168318426
13434281,980739,1578276,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3F)CC2)nc1C,permeability,5.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3F)CC2)nc1C,4.9999999999999996e-06,-5.301029995663981
13434282,980739,1578275,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C(C)C)cc3)CC2)nc1C,permeability,40.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C(C)C)cc3)CC2)nc1C,3.9999999999999996e-05,-4.3979400086720375
13434283,980739,1578274,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)CC2)nc1C,permeability,40.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)CC2)nc1C,3.9999999999999996e-05,-4.3979400086720375
13434284,980739,1578273,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(OC)cc3)CC2)nc1C,permeability,40.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(OC)cc3)CC2)nc1C,3.9999999999999996e-05,-4.3979400086720375
13434285,980739,1578272,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3)CC2)nc1C,permeability,8.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3)CC2)nc1C,8e-06,-5.096910013008056
13434286,980739,1578271,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,permeability,20.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,1.9999999999999998e-05,-4.698970004336019
13434287,980739,1578268,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)C2)nc1C,permeability,0.6,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)C2)nc1C,6e-07,-6.221848749616356
13434288,980739,1578267,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3)C2)nc1C,permeability,0.1,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3)C2)nc1C,1e-07,-7.0
13434289,980739,1578266,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(Cl)cc3)C2)nc1C,permeability,0.2,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(Cl)cc3)C2)nc1C,2e-07,-6.698970004336019
13434290,980739,1578262,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)CC3CCCCC3)C2)nc1C,permeability,3.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)CC3CCCCC3)C2)nc1C,3e-06,-5.522878745280337
13434291,980739,1578261,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)CCc3ccccc3)C2)nc1C,permeability,0.3,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)CCc3ccccc3)C2)nc1C,3e-07,-6.522878745280337
13434292,980739,1578282,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccccc3)C2)nc1C,permeability,0.3,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccccc3)C2)nc1C,3e-07,-6.522878745280337
13434293,980739,1578281,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)c3ccccc3)C2)nc1C,permeability,0.2,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)c3ccccc3)C2)nc1C,2e-07,-6.698970004336019
13434294,980739,1578280,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)nc1C,permeability,6.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)nc1C,6e-06,-5.221848749616356
13434295,980739,1578279,CCOC(=O)c1cnc(N2CCC(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1,permeability,10.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cnc(N2CCC(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1,9.999999999999999e-06,-5.0
13434296,980739,1578278,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)c3ccc(Cl)s3)C2)nc1C,permeability,0.2,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)c3ccc(Cl)s3)C2)nc1C,2e-07,-6.698970004336019
13434297,980739,1578277,CCOC(=O)c1cnc(N2CC(C(=O)NS(=O)(=O)c3ccc(Cl)s3)C2)c(Cl)c1,permeability,0.5,ucm/s,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,CCOC(=O)c1cnc(N2CC(C(=O)NS(=O)(=O)c3ccc(Cl)s3)C2)c(Cl)c1,5e-07,-6.301029995663981
13463275,984606,1583428,COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C1(Cl)CC1,permeability,1.56,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C1(Cl)CC1,1.5599999999999999e-06,-5.806875401645539
13463276,984606,1583426,COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C1(C)COC1,permeability,0.36,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C1(C)COC1,3.6e-07,-6.443697499232713
13463277,984606,1583425,COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)CO,permeability,0.19,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)CO,1.8999999999999998e-07,-6.721246399047171
13463278,984606,1583522,COc1c(-c2cc3ccc(NS(C)(=O)=O)cc3c(=O)o2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)C,permeability,0.3,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,COc1c(-c2cc3ccc(NS(C)(=O)=O)cc3c(=O)o2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)C,3e-07,-6.522878745280337
13463279,984606,1583521,COc1c(-c2nc3cc(NS(C)(=O)=O)ccc3o2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)C,permeability,0.9,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,COc1c(-c2nc3cc(NS(C)(=O)=O)ccc3o2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)C,9e-07,-6.045757490560675
13463280,984606,1583514,COc1c(NC(=O)c2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)C,permeability,0.3,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,COc1c(NC(=O)c2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)C,3e-07,-6.522878745280337
13463281,984606,1583513,COc1c(CCc2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)C,permeability,1.5,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,COc1c(CCc2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)C,1.5e-06,-5.823908740944319
13474078,988575,1342280,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3ccnn3c2)c1F,permeability,11.4,ucm/s,Permeability from apical to basolateral side in human Caco2 cells,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3ccnn3c2)c1F,1.14e-05,-4.943095148663527
13474079,988575,1172187,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ncc3c2)c1F,permeability,1.3,ucm/s,Permeability from apical to basolateral side in human Caco2 cells,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ncc3c2)c1F,1.3e-06,-5.886056647693163
13474080,988575,1172155,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,permeability,7.3,ucm/s,Permeability from apical to basolateral side in human Caco2 cells,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,7.2999999999999996e-06,-5.136677139879544
13474081,988575,1585944,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(C(F)(F)F)cc4)nc3c2)c1F,permeability,1.0,ucm/s,Permeability from apical to basolateral side in human Caco2 cells,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(C(F)(F)F)cc4)nc3c2)c1F,1e-06,-6.0
13474082,988575,1585943,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(C)cc4)nc3c2)c1F,permeability,2.6,ucm/s,Permeability from apical to basolateral side in human Caco2 cells,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(C)cc4)nc3c2)c1F,2.6e-06,-5.585026652029182
13474083,988575,1585956,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(Cl)c(Cl)c4)nc3c2)c1F,permeability,2.0,ucm/s,Permeability from apical to basolateral side in human Caco2 cells,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(Cl)c(Cl)c4)nc3c2)c1F,2e-06,-5.698970004336019
13474084,988575,1585957,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(Br)cc4)nc3c2)c1F,permeability,1.3,ucm/s,Permeability from apical to basolateral side in human Caco2 cells,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(Br)cc4)nc3c2)c1F,1.3e-06,-5.886056647693163
13474085,988575,1342294,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3cc(-c4ccccc4)nn3c2)c1F,permeability,15.6,ucm/s,Permeability from apical to basolateral side in human Caco2 cells,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3cc(-c4ccccc4)nn3c2)c1F,1.56e-05,-4.806875401645539
13474086,988575,1586073,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccccc4)cc3c2)c1F,permeability,5.6,ucm/s,Permeability from apical to basolateral side in human Caco2 cells,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccccc4)cc3c2)c1F,5.6e-06,-5.251811972993799
13474087,988575,1276536,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cnc3c2)c1F,permeability,0.6,ucm/s,Permeability from apical to basolateral side in human Caco2 cells,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cnc3c2)c1F,6e-07,-6.221848749616356
13847722,1278189,1570818,CC(C)N(c1ccc(Oc2ccccc2C(F)(F)F)cc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,permeability,15.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,CC(C)N(c1ccc(Oc2ccccc2C(F)(F)F)cc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,1.4999999999999999e-05,-4.823908740944319
13847723,1278189,1606385,Cc1ccc(S(=O)(=O)Nc2ccc(Oc3ccccc3C(F)(F)F)cc2C(=O)O)cc1,permeability,3.6,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,Cc1ccc(S(=O)(=O)Nc2ccc(Oc3ccccc3C(F)(F)F)cc2C(=O)O)cc1,3.6e-06,-5.443697499232713
13847721,1278189,1570920,CC(C)N(c1ccc(Oc2ncccc2C(F)(F)F)cc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,permeability,19.0,ucm/s,Permeability across apical to basolateral side in human Caco2 cells,CC(C)N(c1ccc(Oc2ncccc2C(F)(F)F)cc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,1.8999999999999998e-05,-4.721246399047171
13865967,1282195,12506,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Papp,0.58,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,5.8e-07,-6.236572006437063
13865968,1282195,332380,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C4(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,Papp,2.8,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C4(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,2.8e-06,-5.552841968657781
13865969,1282195,1609338,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C([C@@H](OC)C(=O)[C@]12C)C4(C)C,Papp,0.92,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C([C@@H](OC)C(=O)[C@]12C)C4(C)C,9.2e-07,-6.036212172654444
13865970,1282195,1609337,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](OC)C(=O)[C@]12C)C4(C)C,Papp,3.93,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](OC)C(=O)[C@]12C)C4(C)C,3.93e-06,-5.405607449624573
13865971,1282195,1609336,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C3(C)C,Papp,2.4,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C3(C)C,2.4e-06,-5.619788758288394
13865972,1282195,1609335,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccn2)C(C)=C1C3(C)C,Papp,2.46,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccn2)C(C)=C1C3(C)C,2.4599999999999997e-06,-5.609064892896621
13865973,1282195,1609334,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccc2)C(C)=C1C3(C)C,Papp,1.67,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccc2)C(C)=C1C3(C)C,1.6699999999999999e-06,-5.777283528852417
13865974,1282195,1609333,COC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccc2)C(C)=C1C3(C)C,Papp,1.43,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,COC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccc2)C(C)=C1C3(C)C,1.4299999999999999e-06,-5.844663962534939
13865975,1282195,1609332,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C4(C)C,Papp,1.07,ucm/s,Apparent permeability from apical to basolateral side in human Caco2 cells at 10 uM after 90 mins by LC-MS/MS analysis,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C4(C)C,1.07e-06,-5.97061622231479
