activity_id,assay_id,molregno,smiles,standard_type,pampa_value,units,assay_description
10849015,813442,1335564,O=C(O)c1cc(-c2ccc(CC(C(=O)c3ccccc3)c3ccccc3)cc2)no1,Papp,103,ucm/s,Apparent permeability by PAMPA assay
10849016,813442,1335568,O=C(O)c1csc(-c2ccc(CC(C(=O)c3ccccc3)c3ccccc3)cc2)n1,Papp,85,ucm/s,Apparent permeability by PAMPA assay
10849017,813442,1335574,O=C(O)c1cc(-c2ccc(CC(C(=O)c3ccc(F)cc3)c3ccc(F)cc3)cc2)no1,Papp,8,ucm/s,Apparent permeability by PAMPA assay
10849018,813442,1335575,O=C(O)c1cc(-c2ccc(CC(C(=O)c3ccc(F)c(F)c3)c3ccc(F)cc3)cc2)no1,Papp,16,ucm/s,Apparent permeability by PAMPA assay
10849019,813442,1335576,O=C(O)c1cc(-c2ccc(CC(C(=O)c3ccc(Cl)cc3)c3ccc(F)c(F)c3)cc2)no1,Papp,168,ucm/s,Apparent permeability by PAMPA assay
10849020,813442,1335579,O=C(O)c1cc(-c2ccc(CC(c3ccccc3)c3nc(-c4ccccc4)no3)cc2)no1,Papp,45,ucm/s,Apparent permeability by PAMPA assay
10849021,813442,1335580,COc1ccc(-c2noc(C(Cc3ccc(-c4cc(C(=O)O)on4)cc3)c3ccc(F)cc3)n2)cc1,Papp,4,ucm/s,Apparent permeability by PAMPA assay
10849022,813442,1335581,COc1ccc(C(Cc2ccc(-c3cc(C(=O)O)on3)cc2)c2nc(-c3ccc(Cl)cc3)no2)cc1,Papp,48,ucm/s,Apparent permeability by PAMPA assay
10849023,813442,1335582,O=C(O)c1csc(-c2ccc(CC(c3ccc(F)cc3)c3nc(-c4cccc(F)c4)no3)cc2)n1,Papp,10,ucm/s,Apparent permeability by PAMPA assay
10849024,813442,1335583,COc1ccc(C(Cc2ccc(-c3nc(C(=O)O)cs3)cc2)c2nc(-c3cccc(F)c3)no2)cc1,Papp,6,ucm/s,Apparent permeability by PAMPA assay
10945472,828461,1351397,COc1cc(N2CCC(C(=O)N3CCOCC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,744,ucm/s,Apparent permeability of the compound by PAMPA
10945461,828461,1351370,Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,400,ucm/s,Apparent permeability of the compound by PAMPA
10945462,828461,1351386,COc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,848,ucm/s,Apparent permeability of the compound by PAMPA
10945463,828461,1351387,COc1cc(N2CCN(S(=O)(=O)CCCN3CCOCC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,725,ucm/s,Apparent permeability of the compound by PAMPA
10945464,828461,1351388,COc1cc(N2CCN(C(=O)C3CCC(O)CC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,81,ucm/s,Apparent permeability of the compound by PAMPA
10945466,828461,1351390,CNC(=O)C(=O)N1CCN(c2ccc(Nc3nc(NC4CCCCC4)c4nc[nH]c4n3)c(OC)c2)CC1,Papp,978,ucm/s,Apparent permeability of the compound by PAMPA
10945467,828461,1351392,COc1cc(N2CCN(Cc3ccccn3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,976,ucm/s,Apparent permeability of the compound by PAMPA
10945469,828461,1351394,COc1cc(N2CCN(CC3CCOC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,1874,ucm/s,Apparent permeability of the compound by PAMPA
10945470,828461,1351395,COc1cc(N2CCC(N3CCOCC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,700,ucm/s,Apparent permeability of the compound by PAMPA
10945471,828461,1351396,COc1cc(N2CCC(C(=O)N3CCC(N(C)C)C3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,0,ucm/s,Apparent permeability of the compound by PAMPA
10945473,828461,1351398,COc1cc(N2CCC(CN3CCOCC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,2087,ucm/s,Apparent permeability of the compound by PAMPA
10945474,828461,1351399,COc1cc(N2CCC(CC(=O)N3CCOCC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,409,ucm/s,Apparent permeability of the compound by PAMPA
10945475,828461,1351507,COc1cc(N2CCC(CC(=O)N3CCN(C)CC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,530,ucm/s,Apparent permeability of the compound by PAMPA
10945476,828461,1351508,CCN(CC)CC1CCN(c2ccc(Nc3nc(NC4CCCCC4)c4nc[nH]c4n3)c(OC)c2)CC1,Papp,480,ucm/s,Apparent permeability of the compound by PAMPA
10945478,828461,1351510,COc1cc(N2CCC(CC(=O)N3CCCC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,Papp,1688,ucm/s,Apparent permeability of the compound by PAMPA
10991307,834218,889028,CS(=O)(=O)c1ccc(C(=O)OCC(=O)NC23CC4CC(CC(C4)C2)C3)cc1[N+](=O)[O-],permeability,167,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991308,834218,1360243,CC1CCN(C(=O)c2sc(-c3ccc(S(C)(=O)=O)c([N+](=O)[O-])c3)nc2C(F)(F)F)CC1,permeability,702,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991309,834218,1360244,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)c(C(=O)N3CCCCC3)s2)cc1[N+](=O)[O-],permeability,791,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991310,834218,1360245,CS(=O)(=O)c1ccc(-c2ncc(C(=O)N3CCCCC3)s2)cc1[N+](=O)[O-],permeability,287,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991311,834218,1360379,CS(=O)(=O)c1ccc(-c2nc(-c3ccccc3)c(C(=O)N3CCCCC3)s2)cc1[N+](=O)[O-],permeability,971,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991312,834218,1360380,CCc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CCCCC1,permeability,657,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991313,834218,1360381,CS(=O)(=O)c1ccc(-c2ncc(C(=O)NC34CC5CC(CC(C5)C3)C4)s2)cc1[N+](=O)[O-],permeability,379,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991314,834218,1360382,Cc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CCCCC1,permeability,280,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991315,834218,1360383,CC1(C)CC2CC(C)(CN2C(=O)c2sc(-c3ccc(S(C)(=O)=O)c([N+](=O)[O-])c3)nc2C(F)(F)F)C1,permeability,8,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991316,834218,1360384,CCc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CC2(C)CC1CC(C)(C)C2,permeability,949,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991317,834218,1360385,CN(Cc1cccc(F)c1)C(=O)c1sc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)nc1C(F)(F)F,permeability,271,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991318,834218,1360242,CN(Cc1ccccc1)C(=O)c1sc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)nc1C(F)(F)F,permeability,1499,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991319,834218,1360241,CN(Cc1ccccc1F)C(=O)c1sc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)nc1C(F)(F)F,permeability,221,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991320,834218,1360240,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)c(C(=O)N3CCc4ccccc4C3)s2)cc1[N+](=O)[O-],permeability,84,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991321,834218,1360239,CC1Cc2ccccc2N1C(=O)c1sc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)nc1C(F)(F)F,permeability,43,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991322,834218,1360238,Cc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CC2(C)CC1CC(C)(C)C2,permeability,1416,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991323,834218,1360237,Cc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CCC(C)CC1,permeability,912,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991324,834218,1360236,CCCN(C(=O)c1csc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)n1)c1ccccc1,permeability,1619,ucm/s,Permeability of compound by PAMPA at pH 7.4
10991325,834218,1360386,CN(Cc1cccc(F)c1)C(=O)c1cnc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)s1,permeability,1031,ucm/s,Permeability of compound by PAMPA at pH 7.4
11020823,839505,1366459,N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1N,permeability,17,ucm/s,Permeability of the compound in PBS/ethanol at 1 mg/ml after 4 hrs by PAMPA
11020820,839505,1366456,N#Cc1c(N)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,permeability,34,ucm/s,Permeability of the compound in PBS/ethanol at 1 mg/ml after 4 hrs by PAMPA
11020821,839505,1366457,N#Cc1c(N)nc(NCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,permeability,31.6,ucm/s,Permeability of the compound in PBS/ethanol at 1 mg/ml after 4 hrs by PAMPA
11020822,839505,1366458,N#Cc1c(N)nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,permeability,25.7,ucm/s,Permeability of the compound in PBS/ethanol at 1 mg/ml after 4 hrs by PAMPA
11020824,839505,1366460,N#Cc1cc(C#N)c(NCCC2CCN(Cc3ccccc3)CC2)nc1N,permeability,14.4,ucm/s,Permeability of the compound in PBS/ethanol at 1 mg/ml after 4 hrs by PAMPA
11020825,839505,1366461,N#Cc1cc(C#N)c(NCCCC2CCN(Cc3ccccc3)CC2)nc1N,permeability,20.8,ucm/s,Permeability of the compound in PBS/ethanol at 1 mg/ml after 4 hrs by PAMPA
11020826,839505,1366462,N#Cc1cc(C#N)c(NCCCCC2CCN(Cc3ccccc3)CC2)nc1N,permeability,21.2,ucm/s,Permeability of the compound in PBS/ethanol at 1 mg/ml after 4 hrs by PAMPA
11005597,841027,1364117,O=[N+]([O-])OCCOc1ccc(/C=[N+](\[O-])Cc2ccccc2)cc1,permeability,16.8,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
11005598,841027,1364116,O=[N+]([O-])OCCCOc1ccc(/C=[N+](\[O-])Cc2ccccc2)cc1,permeability,22,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
11005599,841027,1364108,Cc1ccc2nc(Cl)c(/C=[N+](\[O-])C(C)(C)C)cc2c1,permeability,15,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
11005600,841027,1364107,CC(C)(C)/[N+]([O-])=C/c1cccc(C(F)(F)F)c1,permeability,27,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
11014162,842162,1365101,O=C(CCCCN1CCCCC1)Nc1cc(-c2ccc(Cl)cc2)n[nH]1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014163,842162,1365106,COc1ccc(-c2cc(NC(=O)CCCCN3CCCCC3)[nH]n2)cc1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014164,842162,1365107,COc1cccc(-c2cc(NC(=O)CCCCN3CCCCC3)[nH]n2)c1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014165,842162,1365108,COc1ccccc1-c1cc(NC(=O)CCCCN2CCCCC2)[nH]n1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014166,842162,1365109,COc1ccc(-c2n[nH]c(NC(=O)CCCCN3CCCCC3)c2C)cc1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014167,842162,1365110,O=C(CCCCN1CCCCC1)Nc1cc(-c2ccc(F)cc2)n[nH]1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014168,842162,1365111,O=C(CCCCN1CCCCC1)Nc1cc(-c2ccc(Br)cc2)n[nH]1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014169,842162,1365112,O=C(CCCCN1CCCCC1)Nc1cc(-c2ccncc2)n[nH]1,permeability,2,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014170,842162,1365113,O=C(CCCCN1CCCCC1)Nc1cc(-c2ccc(C(F)(F)F)cc2)n[nH]1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014171,842162,1365114,O=C(CCCCN1CCCCC1)Nc1cc(-c2ccco2)n[nH]1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014172,842162,1365115,COc1ccc(-c2cc(NC(=O)CCCCN3CCC(C)CC3)[nH]n2)cc1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014173,842162,1365116,COc1ccc(-c2cc(NC(=O)CCCCN3CCOCC3)[nH]n2)cc1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014174,842162,1365117,COc1ccc(-c2cc(NC(=O)CCCCN3CCNC(=O)C3)[nH]n2)cc1,permeability,0,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014175,842162,1365118,COc1ccc(-c2cc(NC(=O)CCCCN3CCC(C(N)=O)CC3)[nH]n2)cc1,permeability,0,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014176,842162,1365119,COc1ccc(-c2cc(NC(=O)CCCCN3CCCCCC3)[nH]n2)cc1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014177,842162,1365120,COc1ccc(-c2cc(NC(=O)CCCCN3CCCOCC3)[nH]n2)cc1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014178,842162,1365121,COc1ccc(-c2cc(NC(=O)CCCCN3CCCNCC3)[nH]n2)cc1,permeability,0,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014474,842162,1365122,COc1ccc(-c2cc(NC(=O)CCCCN3CCNC(=O)CC3)[nH]n2)cc1,permeability,0,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014475,842162,1364236,COc1ccc(-c2cc(NC(=O)CCCCN3CCCN(C(C)=O)CC3)[nH]n2)cc1,permeability,2,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014476,842162,1364237,COc1ccc(-c2n[nH]c(NC(=O)CCCCN3CCCN(C(C)=O)CC3)c2C)cc1,permeability,2,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014477,842162,1364238,COc1ccc(-c2cc(NC(=O)C(C)CCCN3CCCN(C(C)=O)CC3)[nH]n2)cc1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
11014478,842162,1364239,COc1ccc(-c2cnc(NC(=O)CCCCN3CCCN(C(C)=O)CC3)[nH]2)cc1,permeability,10,ucm/s,Permeability of the compound at 10 uM after 4 hrs by PAMPA assay
12062858,853970,1424101,COc1ccc2nc3cc(Cl)ccc3c(NC3CC4CCC(C3)N4Cc3ccccc3)c2c1,Peff,8.31,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062840,853970,448830,COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(N4CCN(C)CC4)cc3)c2c1,Peff,8.13,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062841,853970,1423974,CCN1CCN(c2ccc(Nc3c4ccc(Cl)cc4nc4ccc(OC)cc34)cc2)CC1,Peff,6.13,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062842,853970,1423975,COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)c2c1,Peff,8.79,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062845,853970,1423978,COc1ccc2nc3cc(Cl)ccc3c(NCC#CCN3CCN(C)CC3)c2c1,Peff,11.52,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062852,853970,1423983,COc1ccc2nc3cc(Cl)ccc3c(NC3CCN(Cc4ccc(Cl)cc4)CC3)c2c1,Peff,15.53,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062853,853970,1423984,COc1ccc(CN2CCC(Nc3c4ccc(Cl)cc4nc4ccc(OC)cc34)CC2)cc1,Peff,7.54,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062854,853970,1423985,COc1ccc2nc3cc(Cl)ccc3c(NC3CCN(Cc4ccc(C#N)cc4)CC3)c2c1,Peff,9.15,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062855,853970,1423986,COc1ccc2nc3cc(Cl)ccc3c(NC3CCN(CCc4ccccc4)CC3)c2c1,Peff,7.68,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062856,853970,1423987,COc1ccc2nc3cc(Cl)ccc3c(NC3CCN(CCc4ccc(C)cc4)CC3)c2c1,Peff,7.39,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062859,853970,1424102,COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(CN4CCCCC4)cc3)c2c1,Peff,5.28,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062862,853970,448613,CCN(CC)CCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,Peff,20.98,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062863,853970,287822,COc1ccc2nc3cc(Cl)ccc3c(NCCCN(C)C)c2c1,Peff,13.34,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062864,853970,300748,CCN(CC)CCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,Peff,21.98,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062865,853970,448614,CCN(CC)CCCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,Peff,16.37,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062866,853970,122542,COc1ccc2nc3cc(Cl)ccc3c(N)c2c1,Peff,14.81,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062867,853970,16485,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Peff,2.46,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062868,853970,2355,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,Peff,19.3,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062869,853970,255477,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,Peff,11.48,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12062870,853970,1219,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Peff,18.45,ucm/s,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
12076150,856749,1426765,CC(C)(C)/[N+]([O-])=C/c1ccc(O)cc1,permeability,0.2,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076149,856749,1426764,CC(C)(C)/[N+]([O-])=C/c1ccccc1O,permeability,37.5,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076151,856749,1364111,CC(C)(C)c1cc(/C=[N+](\[O-])C(C)(C)C)cc(C(C)(C)C)c1O,permeability,10.2,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076153,856749,1279,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,permeability,2.7,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076154,856749,16485,Cn1c(=O)c2c(ncn2C)n(C)c1=O,permeability,2.2,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076155,856749,6243,CNCCCN1c2ccccc2CCc2ccccc21,permeability,14.4,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076156,856749,57175,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,permeability,1.7,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076157,856749,374052,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,permeability,2.3,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076158,856749,146,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,permeability,1.1,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076159,856749,11968,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,permeability,1.6,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076160,856749,16391,CN(C)CCCN1c2ccccc2Sc2ccccc21,permeability,8.8,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076161,856749,364520,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,permeability,16.1,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076162,856749,1219,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,permeability,15.4,ucm/s,Permeability of the compound after 4 hrs by PAMPA assay
12076607,857220,27112,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,permeability,1500,ucm/s,Permeability of the compound at 10 uM at pH 7.4 by PAMPA
12076608,857220,1284089,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,permeability,2.3,ucm/s,Permeability of the compound at 10 uM at pH 7.4 by PAMPA
12076609,857220,1285018,O=C(CCc1ccccc1)c1cc(F)ccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,permeability,0.8,ucm/s,Permeability of the compound at 10 uM at pH 7.4 by PAMPA
12076611,857220,1284991,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCC(c2ccccc2)CC1,permeability,490,ucm/s,Permeability of the compound at 10 uM at pH 7.4 by PAMPA
12109883,864822,1430360,COc1cc2[nH]c(-c3cccc(Oc4ccccc4)c3)c(C(=O)OCCO)c(=O)c2cc1F,permeability,620,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12109884,864822,1430354,COc1cc2[nH]c(-c3cccc(Oc4ccccc4)c3)c(C(=O)OCCCN3CCOCC3)c(=O)c2cc1F,permeability,880,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12109885,864822,1430377,CCOC(=O)c1c(-c2cc(F)cc(OC)c2)[nH]c2cc(OC)c(F)cc2c1=O,permeability,230,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12109886,864822,1430376,CCOC(=O)c1c(-c2cccc(Br)c2)[nH]c2cc(OC)c(F)cc2c1=O,permeability,670,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12109887,864822,1430375,CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cc(OC)c(F)cc2c1=O,permeability,410,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12109888,864822,1430372,CCOC(=O)c1c(-c2cccc(Oc3ccccc3)c2)[nH]c2cc(OC)c(F)cc2c1=O,permeability,560,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12112106,864822,619880,CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cc(OC)ccc2c1=O,permeability,950,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12112146,864822,1430575,CCOC(=O)c1c(-c2cccc(Oc3ccccc3)c2)[nH]c2cc(OC)ccc2c1=O,permeability,750,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12112147,864822,1430570,CCCOc1cccc(-c2[nH]c3cc(OC)ccc3c(=O)c2C(=O)OCC)c1,permeability,340,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12112148,864822,619813,CCOC(=O)c1c(-c2cccc(OC)c2)[nH]c2cc(OC)ccc2c1=O,permeability,170,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12112149,864822,1430569,CCOC(=O)c1c(-c2cccc(OCC)c2)[nH]c2cc(OC)ccc2c1=O,permeability,260,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12112150,864822,1430568,CCOC(=O)c1c(-c2cccc(-c3ccccc3)c2)[nH]c2cc(OC)ccc2c1=O,permeability,2900,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12112151,864822,586035,CCOC(=O)c1c(-c2ccc3c(c2)OCO3)[nH]c2cc(OC)ccc2c1=O,permeability,100,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12151318,872601,1442137,COc1ccc2cc1COCC=CCOCc1cc(ccc1OCCN1CCCC1)Nc1nccc-2n1,Papp,10.1,ucm/s,Apparent permeability of compound at 1 uM after 5 hrs by PAMPA assay
12151319,872601,1441910,Cc1cnc2nc1-c1cccc(c1)COCC=CCOCc1cc(ccc1OCCN1CCCC1)N2,Papp,16.8,ucm/s,Apparent permeability of compound at 1 uM after 5 hrs by PAMPA assay
12151320,872601,1442155,C1=CCOCc2cc(ccc2OCCN2CCCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,Papp,3.93,ucm/s,Apparent permeability of compound at 1 uM after 5 hrs by PAMPA assay
12151321,872601,1344709,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,Papp,9.3,ucm/s,Apparent permeability of compound at 1 uM after 5 hrs by PAMPA assay
12151322,872601,1442153,CCN(CC)CCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,Papp,15.8,ucm/s,Apparent permeability of compound at 1 uM after 5 hrs by PAMPA assay
12151082,878575,1441109,O=C(CCC1=CCN(CCCCc2ccc(Cl)cc2)C1=O)NO,permeability,4.94,nm/s,Passive permeability of the compound by PAMPA
12151083,878575,1441107,CC(C)(C)c1ccc(CCCN2CC=C(CCC(=O)NO)C2=O)cc1,permeability,15.04,nm/s,Passive permeability of the compound by PAMPA
12151084,878575,1440712,CC(C)(C)c1ccc(CCN2CC=C(CCC(=O)NO)C2=O)cc1,permeability,65.29,nm/s,Passive permeability of the compound by PAMPA
12151085,878575,1441120,O=C(CCC1=CCN(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1=O)NO,permeability,28.32,nm/s,Passive permeability of the compound by PAMPA
12151086,878575,1441118,CC(C)(C)c1ccc(CN2CC=C(CCC(=O)NO)C2=O)cc1,permeability,21.95,nm/s,Passive permeability of the compound by PAMPA
