activity_id,assay_id,molregno,smiles,standard_type,pampa_value,units,assay_description
2240719,510008,511735,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,permeability,0,10'6cm/s,Membrane permeability by PAMPA
2240721,510008,511734,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,permeability,0,10'6cm/s,Membrane permeability by PAMPA
2240724,510008,1370,CC(C)NCC(O)COc1cccc2ccccc12,permeability,6.9,10'6cm/s,Membrane permeability by PAMPA
2240725,510008,511730,CC(=O)N[C@@H](Cc1cccnc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,1.2,10'6cm/s,Membrane permeability by PAMPA
2240726,510008,511729,CC(=O)N1Cc2[nH]c3ccccc3c2C[C@H]1C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,1.5,10'6cm/s,Membrane permeability by PAMPA
2240727,510008,511728,CN(C(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,0.6,10'6cm/s,Membrane permeability by PAMPA
2240728,510008,511727,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,1.1,10'6cm/s,Membrane permeability by PAMPA
2240729,510008,511726,CC(=O)N(C)[C@@H](Cc1c[nH]c2ccccc12)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,1.4,10'6cm/s,Membrane permeability by PAMPA
2240730,510008,511725,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,1.8,10'6cm/s,Membrane permeability by PAMPA
2240731,510008,511724,CC(=O)N1Cc2ccccc2C[C@H]1C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,2,10'6cm/s,Membrane permeability by PAMPA
2240732,510008,511723,CN(C(=O)[C@@H]1Cc2ccccc2CN1)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,2.2,10'6cm/s,Membrane permeability by PAMPA
2240733,510008,511722,CC(=O)N(C)[C@@H](Cc1ccc2ccccc2c1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,1.3,10'6cm/s,Membrane permeability by PAMPA
2240734,510008,511721,CC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,3.1,10'6cm/s,Membrane permeability by PAMPA
2240735,510008,511720,CC(=O)N(C)[C@@H](CCc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,1.8,10'6cm/s,Membrane permeability by PAMPA
2240736,510008,511719,CC(=O)N[C@@H](CCc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,2,10'6cm/s,Membrane permeability by PAMPA
2240737,510008,511718,CC(=O)N(C)[C@@H](CC1CCCCC1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,1.9,10'6cm/s,Membrane permeability by PAMPA
2240738,510008,511717,CC(=O)N[C@@H](CC1CCCCC1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,2.6,10'6cm/s,Membrane permeability by PAMPA
2240739,510008,511716,CC(=O)N(C)[C@H](C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O)c1ccccc1,permeability,0.7,10'6cm/s,Membrane permeability by PAMPA
2240740,510008,511715,CC(=O)N[C@H](C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O)c1ccccc1,permeability,0,10'6cm/s,Membrane permeability by PAMPA
2240741,510008,511714,CC(=O)N(C)CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,0.7,10'6cm/s,Membrane permeability by PAMPA
2240742,510008,511712,CC(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,0.6,10'6cm/s,Membrane permeability by PAMPA
2240743,510008,511701,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,6.4,10'6cm/s,Membrane permeability by PAMPA
2240744,510008,511711,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,2.3,10'6cm/s,Membrane permeability by PAMPA
2240745,510008,511710,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)O,permeability,0.9,10'6cm/s,Membrane permeability by PAMPA
2240746,510008,511709,CN[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,7.4,10'6cm/s,Membrane permeability by PAMPA
2240747,510008,511708,CN[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)O,permeability,1.4,10'6cm/s,Membrane permeability by PAMPA
2240748,510008,511707,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,0,10'6cm/s,Membrane permeability by PAMPA
2240749,510008,511706,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,0,10'6cm/s,Membrane permeability by PAMPA
2240750,510008,511705,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,0,10'6cm/s,Membrane permeability by PAMPA
2240751,510008,511704,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,0,10'6cm/s,Membrane permeability by PAMPA
2240752,510008,511703,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,0,10'6cm/s,Membrane permeability by PAMPA
2240753,510008,511702,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,1.1,10'6cm/s,Membrane permeability by PAMPA
2240754,510008,511701,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,9.6,10'6cm/s,Membrane permeability by PAMPA
2240755,510008,511700,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,6.8,10'6cm/s,Membrane permeability by PAMPA
2240756,510008,511635,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,5.5,10'6cm/s,Membrane permeability by PAMPA
2240757,510008,4584,NCCc1ccc(O)c(O)c1,permeability,0,10'6cm/s,Membrane permeability by PAMPA
2240758,510008,112655,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,permeability,0,10'6cm/s,Membrane permeability by PAMPA
2240759,510008,16485,Cn1c(=O)c2c(ncn2C)n(C)c1=O,permeability,1.8,10'6cm/s,Membrane permeability by PAMPA
2240760,510008,15086,NC(=O)N1c2ccccc2C=Cc2ccccc21,permeability,8,10'6cm/s,Membrane permeability by PAMPA
2240761,510008,511733,CN(C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H](N)Cc1ccc(O)c(O)c1)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,0.3,10'6cm/s,Membrane permeability by PAMPA
2240762,510008,511732,CN(C(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](N)Cc1ccc(O)c(O)c1)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,0.7,10'6cm/s,Membrane permeability by PAMPA
2240763,510008,511731,CN(C(=O)[C@@H](N)Cc1ccc(O)c(O)c1)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,1.1,10'6cm/s,Membrane permeability by PAMPA
2240720,510010,4584,NCCc1ccc(O)c(O)c1,permeability,0,10'6cm/s,Membrane permeability by PAMPA in presence of 20% 1-propanol
2240723,510010,1370,CC(C)NCC(O)COc1cccc2ccccc12,permeability,8.4,10'6cm/s,Membrane permeability by PAMPA in presence of 20% 1-propanol
2240804,510010,112655,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,permeability,0,10'6cm/s,Membrane permeability by PAMPA in presence of 20% 1-propanol
2240805,510010,16485,Cn1c(=O)c2c(ncn2C)n(C)c1=O,permeability,1.8,10'6cm/s,Membrane permeability by PAMPA in presence of 20% 1-propanol
2240806,510010,15086,NC(=O)N1c2ccccc2C=Cc2ccccc21,permeability,12.8,10'6cm/s,Membrane permeability by PAMPA in presence of 20% 1-propanol
2492233,515690,474480,O=C(NCCCCO)c1ccc(OCc2cccc(Cl)c2)c(Cl)c1,Activity,1.22,10'-6 cm/s,Membrane permeability by PAMPA
2492234,515690,474618,Clc1cccc(COc2cnc(-c3nnco3)cc2Cl)c1,Activity,5.31,10'-6 cm/s,Membrane permeability by PAMPA
2492236,515690,474313,Cc1cc(C(=O)N2CCN(C(=O)C3CCCO3)CC2)ccc1OCc1cccc(Cl)c1,Activity,10.8,10'-6 cm/s,Membrane permeability by PAMPA
2492237,515690,474236,CN1CCN(C(=O)c2ccc(OCc3cccc(Cl)c3)c(Cl)c2)CC1=O,Activity,16.4,10'-6 cm/s,Membrane permeability by PAMPA
2629984,523538,501945,N#Cc1cnc2c(Br)cc(NCc3cn(CC(=O)O)nn3)cc2c1Nc1ccc(F)c(Cl)c1,permeability,1.8,10'-6 cm/s,Membrane permeability by PAMPA assay
2629988,523538,501944,N#Cc1cnc2c(Br)cc(NCc3cn(-c4ccccc4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,permeability,1.2,10'-6 cm/s,Membrane permeability by PAMPA assay
2629996,523538,501946,N#Cc1cnc2c(Br)cc(NCc3cn(CCC4CCCN4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,permeability,0.72,10'-6 cm/s,Membrane permeability by PAMPA assay
2629998,523538,501874,N#Cc1cnc2c(Cl)cc(NCc3cn(CCC4CCCN4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,permeability,0.57,10'-6 cm/s,Membrane permeability by PAMPA assay
2629999,523538,501240,CCCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,permeability,0.48,10'-6 cm/s,Membrane permeability by PAMPA assay
2630000,523538,501242,N#Cc1cnc2c(Cl)cc(NCc3cn(C4CCN(C5CCC5)CC4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,permeability,0.43,10'-6 cm/s,Membrane permeability by PAMPA assay
2630002,523538,501147,CN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,permeability,0.39,10'-6 cm/s,Membrane permeability by PAMPA assay
2630004,523538,501148,CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,permeability,0.36,10'-6 cm/s,Membrane permeability by PAMPA assay
2630009,523538,501875,N#Cc1cnc2c(Cl)cc(NCc3cn(Cc4cccnc4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,permeability,0.18,10'-6 cm/s,Membrane permeability by PAMPA assay
2630010,523538,502018,N#Cc1cnc2c(Br)cc(NCc3cn(Cc4cccnc4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,permeability,0.13,10'-6 cm/s,Membrane permeability by PAMPA assay
2630011,523538,501799,CC(C)(C)n1cc(CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,permeability,0.1,10'-6 cm/s,Membrane permeability by PAMPA assay
2630013,523538,501873,N#Cc1cnc2c(Cl)cc(NCc3cn(CC(=O)O)nn3)cc2c1Nc1ccc(F)c(Cl)c1,permeability,0.04,10'-6 cm/s,Membrane permeability by PAMPA assay
2630014,523538,501146,N#Cc1cnc2c(Cl)cc(NCc3cn(C4CCNCC4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,permeability,0.03,10'-6 cm/s,Membrane permeability by PAMPA assay
2630015,523538,501800,N#Cc1cnc2c(Cl)cc(NCc3cn(-c4ccccc4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,permeability,0,10'-6 cm/s,Membrane permeability by PAMPA assay
2630016,523538,388492,N#Cc1cnc2c(Br)cc(NCc3c[nH]nn3)cc2c1Nc1ccc(F)c(Cl)c1,permeability,0,10'-6 cm/s,Membrane permeability by PAMPA assay
2630017,523538,501798,N#Cc1cnc2c(Cl)cc(NCc3c[nH]nn3)cc2c1Nc1ccc(F)c(Cl)c1,permeability,0,10'-6 cm/s,Membrane permeability by PAMPA assay
2192068,534579,145542,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,permeability,76.1,10'-6 cm/s,Apparent permeability across PAMPA membrane
2192074,534579,421346,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,permeability,35.7,10'-6 cm/s,Apparent permeability across PAMPA membrane
2192080,534579,5170,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,permeability,25.7,10'-6 cm/s,Apparent permeability across PAMPA membrane
2583553,557705,14440,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,permeability,415,10'-6 cm/s,Membrane permeability by PAMPA
2583554,557705,454248,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)CCC1=[N+]3C(=Cc4cccn4[B-]3(F)F)C=C1)CC2,permeability,108,10'-6 cm/s,Membrane permeability by PAMPA
2583555,557705,454249,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)CCCCCNC(=O)COc1ccc(/C=C/C3=[N+]4C(=Cc5ccc(-c6ccc[nH]6)n5[B-]4(F)F)C=C3)cc1)CC2,permeability,10,10'-6 cm/s,Membrane permeability by PAMPA
2261967,560494,473500,C[C@H](NC(=O)C(=O)NCc1cc(Cl)ccc1Cl)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,3.2,10'-6 cm/s,Membrane permeability by PAMPA assay
2261968,560494,473499,C[C@H](NC(=O)C(=O)NCc1ccc(Cl)cc1Cl)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,2.7,10'-6 cm/s,Membrane permeability by PAMPA assay
2261969,560494,473498,C[C@H](NC(=O)C(=O)NCc1cccc(Cl)c1Cl)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,3.1,10'-6 cm/s,Membrane permeability by PAMPA assay
2261970,560494,473442,Cc1ccc(CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)cc1C,permeability,3.7,10'-6 cm/s,Membrane permeability by PAMPA assay
2261971,560494,473441,Cc1ccc(C)c(CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c1,permeability,4.2,10'-6 cm/s,Membrane permeability by PAMPA assay
2261972,560494,473440,Cc1ccc(CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c(C)c1,permeability,4,10'-6 cm/s,Membrane permeability by PAMPA assay
2261973,560494,473373,Cc1cccc(CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c1C,permeability,3,10'-6 cm/s,Membrane permeability by PAMPA assay
2261974,560494,473372,C[C@H](NC(=O)C(=O)NCc1ccc(F)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,0.4,10'-6 cm/s,Membrane permeability by PAMPA assay
2261975,560494,473371,C[C@H](NC(=O)C(=O)NCc1cccc(F)c1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,0.3,10'-6 cm/s,Membrane permeability by PAMPA assay
2261976,560494,473306,C[C@H](NC(=O)C(=O)NCc1ccccc1F)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,0.3,10'-6 cm/s,Membrane permeability by PAMPA assay
2261977,560494,473305,Cc1ccc(CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)cc1,permeability,1.1,10'-6 cm/s,Membrane permeability by PAMPA assay
2261978,560494,473304,Cc1cccc(CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c1,permeability,1.2,10'-6 cm/s,Membrane permeability by PAMPA assay
2261979,560494,473233,Cc1ccccc1CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,1.3,10'-6 cm/s,Membrane permeability by PAMPA assay
2262029,560494,473568,C[C@H](NC(=O)C(=O)NCc1c(Cl)cccc1Cl)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,4.6,10'-6 cm/s,Membrane permeability by PAMPA assay
2262030,560494,473569,C[C@H](NC(=O)C(=O)NCc1cc(Cl)cc(Cl)c1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,2.6,10'-6 cm/s,Membrane permeability by PAMPA assay
2262031,560494,473570,C[C@H](NC(=O)C(=O)NCc1cc(F)cc(F)c1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,0.3,10'-6 cm/s,Membrane permeability by PAMPA assay
2262032,560494,473635,Cc1ccccc1CCNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,1.6,10'-6 cm/s,Membrane permeability by PAMPA assay
2262033,560494,473636,Cc1cccc(CCNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c1,permeability,1.7,10'-6 cm/s,Membrane permeability by PAMPA assay
2262034,560494,473637,Cc1ccc(CCNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c(C)c1,permeability,7.4,10'-6 cm/s,Membrane permeability by PAMPA assay
2262035,560494,472546,Cc1ccc(C)c(CCNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c1,permeability,4.3,10'-6 cm/s,Membrane permeability by PAMPA assay
2262036,560494,472547,Cc1ccc(CCNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)cc1C,permeability,6.2,10'-6 cm/s,Membrane permeability by PAMPA assay
2262042,560494,473162,C[C@H](NC(=O)C(=O)NCc1ccc(Cl)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,1.7,10'-6 cm/s,Membrane permeability by PAMPA assay
2262043,560494,473163,C[C@H](NC(=O)C(=O)NCCc1ccccc1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,1,10'-6 cm/s,Membrane permeability by PAMPA assay
2262044,560494,473165,C[C@H](NC(=O)C(=O)NCC1CCCCC1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,3.1,10'-6 cm/s,Membrane permeability by PAMPA assay
2262045,560494,473232,C[C@H](NC(=O)C(=O)NCC1(c2ccccc2)CC1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,3.7,10'-6 cm/s,Membrane permeability by PAMPA assay
2262046,560494,473098,C[C@H](NC(=O)C(=O)Nc1c(F)cccc1F)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,0.9,10'-6 cm/s,Membrane permeability by PAMPA assay
2262056,560494,473164,C[C@H](NC(=O)C(=O)NCCC1CCCC1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,permeability,3.9,10'-6 cm/s,Membrane permeability by PAMPA assay
2673715,577229,561857,CCCCCCOc1ccc(C(=O)CCNc2ccccc2)cc1,permeability,0.2,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2673813,577229,563518,CCCCCCOc1ccc(C(=O)CCNc2cccc(Cl)c2)cc1,permeability,2,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2674808,577229,558296,CCCCCCSc1ccc(C(=O)CCN(C)C)c(Cl)c1Cl,permeability,140,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2673888,577229,556526,CCCCNC(=O)Nc1ccc(C(=O)CCN(C)C)cc1,permeability,10,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2673889,577229,567220,CCCCCCSc1cc(Cl)c(C(=O)CCN2CCOCC2)c(Cl)c1,permeability,10,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2674809,577229,563595,CCCCCCSc1cc(Cl)c(C(=O)CCN2CC2C)cc1Cl,permeability,140,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2674649,577229,554870,CCCCCCSc1cc(Cl)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)cc1Cl,permeability,20,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2674686,577229,560104,CCCCCCSc1ccc(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(Cl)c1Cl,permeability,30,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2674740,577229,554802,CCCCCS(=O)(=O)Nc1ccc(C(=O)CCN(C)C)cc1,permeability,50,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2674741,577229,567234,CCCCCCSc1cc(Cl)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(Cl)c1,permeability,50,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2674776,577229,556580,CCCCCCSc1ccc(C(=O)CCN2CC2C)c(Cl)c1Cl,permeability,70,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2674784,577229,560113,CCCCCCOc1ccc(C(=O)CCN(C)C)c(Br)c1,permeability,80,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2674791,577229,558239,CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN(C)C)cc1Cl,permeability,90,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2674807,577229,561866,CCN1CCC(Cc2ccc(C(=O)CCN(C)C)cc2)CC1,permeability,140,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2674811,577229,554886,CCCCCCOc1ccc(-c2ccc(C(=O)CCN(C)C)cc2)cc1,permeability,150,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
2674817,577229,556519,CCOCCOc1ccc(C(=O)CCN(C)C)cc1,permeability,160,10'-6 cm/s,Permeability at pH 7.4 by PAMPA method
