smiles,log10_caco2,log10_pampa,log10_mdck,split
COc1cc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2cc1OC,-4.497572880015567,,,train
COc1cc2cncnc2cc1OCCc1ccc2ccccc2n1,,,-5.522878745280337,train
COc1cc2nc(-c3ccc(C)o3)cc(NC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,,-8.224753740259764,,train
COc1cc2nc(-c3ccc(C)o3)cc(NCC3C4CCC3CN(c3ncc(C(=O)NO)cn3)C4)c2cc1OC,,-8.018181392829337,,train
COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCC(C(=O)NO)CC3)c2cc1OC,,-8.405607449624574,,train
COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(C4CC(C(=O)NO)C4)CC3)c2cc1OC,,-9.167491087293763,,train
COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)c2cc1OC,,-8.254925208417943,,test
COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(Cc4ccc(C(=O)NO)s4)CC3)c2cc1OC,,-8.396855627379818,,train
COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,,-8.297569463554474,,train
COc1cc2nc(-c3ccc(C)o3)cc(NCc3ccc(C(=O)NO)cc3)c2cc1OC,,-8.272458742971443,,train
COc1cc2nc(C3CCCCC3)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,,-8.67778070526608,,train
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,-4.953941578263055,,-4.798960659469218,train
COc1cc2ncn(C)c(=O)c2cc1OCCc1ccc2ccccc2n1,,,-4.7447274948966935,train
COc1cc2ncnc(-c3cccnc3)c2cc1OCCc1ccc2ccccc2n1,,,-6.3979400086720375,val
COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,,-4.018181392829336,,train
COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCNC(=O)OC(C)C,,-3.364013888199167,,val
COc1cc2ncnc(N(C)C)c2cc1OCCc1ccc2ccccc2n1,,,-4.721246399047171,train
COc1cc2ncnc(Nc3ccc(O[C@H]4CO[C@H]5[C@@H]4OC[C@@H]5O)c(Cl)c3)c2cc1OC,,-5.127843727251707,,train
COc1cc2oc(C(=O)NCCCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)cc(=O)c2cc1OC,,-5.130768280269024,,test
COc1cc2oc(C(=O)NCCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc(=O)c2cc1OC,,-4.823908740944319,,train
COc1ccc(-c2c(-c3ccc(OC)cc3)n(Cc3ccccc3)c3ncn(C4CCOCC4)c(=N)c23)cc1,,-3.0,,train
COc1ccc(-c2c(-c3ccc(OC)cc3)n(Cc3ccccc3)c3ncn(CC4CCOC4)c(=N)c23)cc1,,-3.0,,train
COc1ccc(-c2c(-c3ccc(OC)cc3)n(Cc3ccccc3)c3ncn(CCCO)c(=N)c23)cc1,,-3.0,,train
COc1ccc(-c2c(-c3ccc(OC)cc3)n(Cc3ccccc3)c3ncn(CCO)c(=N)c23)cc1,,-3.0,,train
COc1ccc(-c2c(-c3ccc(OC)cc3)n(Cc3ccccc3)c3ncn([C@@H]4CCCC[C@H]4O)c(=N)c23)cc1,,-3.0,,train
COc1ccc(-c2c(-c3ccc(OC)cc3)n(Cc3ccccc3)c3ncn([C@H]4CC[C@H](O)CC4)c(=N)c23)cc1,,-3.707743928643524,,train
COc1ccc(-c2c(-c3ccc(OC)cc3)n(Cc3ccccc3)c3ncn([C@H]4CC[C@H](OC)CC4)c(=N)c23)cc1,,-3.0,,test
COc1ccc(-c2c(/C=C/C(=O)N3CCN(c4ncccn4)CC3)noc2-c2cc(Cl)c(O)cc2O)cc1,-5.161150909262744,,,val
COc1ccc(-c2c(C(=O)NC3CCN(Cc4ccccc4)CC3)noc2-c2cc(Cl)c(O)cc2O)cc1,-6.028724151261895,,,val
COc1ccc(-c2c(C)[nH]n(-c3ccccn3)c2=O)cc1,-4.896196279044044,,,train
COc1ccc(-c2c(C)nn3c(NCCN4CCOCC4)cc(C)nc23)cc1OC,-4.958607314841775,,,train
COc1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cnc2N)cc1,,,-4.886056647693163,train
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,-4.1180450286604,-4.118615343229427,,test
COc1ccc(-c2cc(C(=O)N3CCN(C4CCN(C(=O)C5CCN(C(C)=O)CC5)CC4)CC3)cc(-c3ccc4[nH]ccc4c3)n2)cc1,,-4.667561540084395,,train
COc1ccc(-c2cc(C(=O)O)ncn2)cc1Cl,-6.801342913045578,,,train
COc1ccc(-c2cc(C(F)(F)F)c3c(N)ncnn23)cc1N1CCN(C(C)=O)C(C)(C)C1=O,-6.721246399047171,,,train
COc1ccc(-c2cc(Cl)c3c(N)ncnn23)cc1N1CCN(C(C)=O)C(C)(C)C1=O,-6.769551078621726,,,train
COc1ccc(-c2cc(N3C[C@H](N)[C@@H](N4CCCCC4=O)C3)ncn2)cn1,,,-5.568636235841013,train
COc1ccc(-c2cc(NC(=O)C(C)CCCN3CCCN(C(C)=O)CC3)[nH]n2)cc1,,-5.0,,train
COc1ccc(-c2cc(NC(=O)CCCCN3CCC(C)CC3)[nH]n2)cc1,,-5.0,,val
COc1ccc(-c2cc(NC(=O)CCCCN3CCCCC3)[nH]n2)cc1,,-5.0,,train
COc1ccc(-c2cc(NC(=O)CCCCN3CCCCCC3)[nH]n2)cc1,,-5.0,,val
COc1ccc(-c2cc(NC(=O)CCCCN3CCCN(C(C)=O)CC3)[nH]n2)cc1,,-5.698970004336019,,train
COc1ccc(-c2cc(NC(=O)CCCCN3CCCOCC3)[nH]n2)cc1,,-5.0,,train
COc1ccc(-c2cc(NC(=O)CCCCN3CCOCC3)[nH]n2)cc1,,-5.0,,train
COc1ccc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cn1,-4.4089353929735005,,,train
COc1ccc(-c2cc3c(C(=O)O)n[nH]c3cc2Cl)cc1,,,-5.055517327849832,train
COc1ccc(-c2cc3c(S(=O)(=O)O)c[nH]c3cc2Cl)cc1,,,-5.638272163982407,val
COc1ccc(-c2ccc(-n3ccc4[nH]c(=O)c(C#N)c(O)c43)cc2)cc1,,-9.096910013008056,,train
COc1ccc(-c2ccc(Sc3cc(=O)n(O)c(=O)[nH]3)cc2)cc1,,-5.958607314841775,,train
COc1ccc(-c2ccc(Sc3cc(=O)n(O)c(=O)[nH]3)cc2)cc1OC,,-6.045757490560675,,train
COc1ccc(-c2ccc3c(NCCCNCc4cc(F)ccc4OC)ccnc3c2)cc1,,-3.625251653989896,,train
COc1ccc(-c2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)cc1,,-3.625251653989896,,train
COc1ccc(-c2ccc3c(NCCCNCc4cccc(OC)c4O)ccnc3c2)cc1,,-3.625251653989896,,val
COc1ccc(-c2ccc3c(NCCCNCc4ccco4)ccnc3c2)cc1,,-3.625251653989896,,train
COc1ccc(-c2cccc(-c3cc4nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(-c5cc(F)c6c(c5C)CCCO6)n4n3)c2)cn1,,-6.289036881004725,,train
COc1ccc(-c2ccccc2/C=C2/Cc3cc(OC)ccc3C2=O)cc1,,-4.581201709409647,,val
COc1ccc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)cc1,,-8.0,,train
COc1ccc(-c2cn([C@H]3COC[C@@H](S[C@@H]4O[C@H](CO)[C@H](O)[C@H](n5cc(-c6cc(F)c(F)c(F)c6)nn5)[C@H]4OC)[C@@H]3O)nn2)cn1,,-5.721246399047171,,train
COc1ccc(-c2cn3ccc(N4CCN(C(C)C)CC4)cc3n2)c(OC)c1,-4.704872914747809,,,train
COc1ccc(-c2cn3ccc(N4CCN(C5CCCC5)CC4)cc3n2)c(OCCCN2CCCC2)c1,-6.455931955649724,,,train
COc1ccc(-c2cn3ccc(N4CCN(C5CCCC5)CC4)cc3n2)c(OCCCN2CCOCC2)c1,-4.811634073936852,,,train
COc1ccc(-c2cn3ccc(NCCCN4CCOCC4)cc3n2)c(OC)c1,-4.628932137728264,,,test
COc1ccc(-c2cnc(NC(=O)CCCCN3CCCN(C(C)=O)CC3)[nH]2)cc1,,-5.0,,train
COc1ccc(-c2cncc(-c3ccc(C(N)=O)cc3)c2)cc1,,,-5.060480747381382,train
COc1ccc(-c2csc(-c3nc4c(=O)n(C)c(=O)nc-4n(C)n3)c2)cc1OC,-6.522878745280337,,,test
COc1ccc(-c2n[nH]c(NC(=O)CCCCN3CCCCC3)c2C)cc1,,-5.0,,train
COc1ccc(-c2n[nH]c(NC(=O)CCCCN3CCCN(C(C)=O)CC3)c2C)cc1,,-5.698970004336019,,train
COc1ccc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cc1,-4.795880017344075,,,test
COc1ccc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1,-5.6020599913279625,,,train
COc1ccc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)nc1,-4.823908740944319,,,train
COc1ccc(-c2nc(NC(=O)C3CCN(Cc4c(F)cccc4Cl)CC3)sc2-c2ccc(OC)cc2)cc1,,-5.086186147616283,,train
COc1ccc(-c2nc(NC(=O)C3CCN(Cc4cccc(F)c4)CC3)sc2-c2ccc(OC)cc2)cc1,,-4.903089986991944,,train
COc1ccc(-c2nc(NC(=O)C3CCN(Cc4ccccc4C(F)(F)F)CC3)sc2-c2ccc(OC)cc2)cc1,,-4.910094888560602,,train
COc1ccc(-c2nc(NC3CCN(Cc4ccc(C(F)(F)F)cc4)CC3)sc2-c2ccc(OC)cc2)cc1,,-5.0655015487564325,,val
COc1ccc(-c2nc(NC3CCN(Cc4ccc(C)cc4)CC3)sc2-c2ccc(OC)cc2)cc1,,-5.017728766960432,,train
COc1ccc(-c2nc(NCC3CCN(Cc4c(F)cccc4Cl)CC3)sc2-c2ccc(OC)cc2)cc1,,-4.913640169325252,,train
COc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C(F)(F)F)CC3)sc2-c2ccc(OC)cc2)cc1,,-5.075720713938119,,train
COc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C)CC3)sc2-c2ccc(OC)cc2)cc1,,-4.910094888560602,,train
COc1ccc(-c2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)N4C3)c3ccc(OC)c(C)c3n2)cc1,-4.481486060122113,,,train
COc1ccc(-c2nc3cc(N4CCN(C5CCCC5)CC4)ccn3c2CN2CCCC2)c(OC)c1,-4.47391930819797,,,train
COc1ccc(-c2nc3ccccc3o2)cc1NC(=O)c1cc([N+](=O)[O-])ccc1Cl,,-3.562249437179612,,train
COc1ccc(-c2nc3ccccc3o2)cc1NC(=O)c1cnccc1Cl,,-3.4078232426041333,,val
COc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N2CCC(C(=O)O)CC2)cc1Cl,,-5.301029995663981,,train
COc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N2CCN(C)CC2)cc1Cl,,-3.170053304058364,,train
COc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cnccc1Cl,,-3.91721462968355,,train
COc1ccc(-c2nnc(-c3ccc4nc(-c5c(C)cc(CC(C)(C)C(=O)O)cc5C)[nH]c4c3)o2)cc1,-5.376750709602099,,,train
COc1ccc(-c2nnc(-c3ccc4nc(-c5c(C)cc(CCC(=O)O)cc5C)[nH]c4c3)o2)cc1,-5.853871964321762,,,train
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(C)c4)C3)o2)cc1,-4.267606240177032,,,train
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(F)c4)C3)o2)cc1,-4.2076083105017466,,,train
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)cc4)C3)o2)cc1,-4.173925197299174,,,train
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(CCCO6)C5)cc4)C3)o2)cc1,-4.3872161432802645,,,train
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(CCOC6)C5)cc4)C3)o2)cc1,-4.221848749616356,,,train
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(COC6)C5)cc4)C3)o2)cc1,-4.214670164989233,,,train
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCC(C)(O)C5)cc4)C3)o2)cc1,-4.376750709602099,,,train
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCC5)cc4)C3)o2)cc1,-4.455931955649724,,,train
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCOCC5)cc4)C3)o2)cc1,-4.292429823902063,,,val
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCN(C)CC5)c(F)c4)C3)o2)cc1,-4.337242168318426,,,train
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCOCC5)c(OC)c4)C3)o2)cc1,-4.292429823902063,,,train
COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CC(O)C(C)(C)C5)cc4)CC3)o2)cc1,-4.468521082957745,,,test
COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCC(O)C5)cc4)CC3)o2)cc1,-4.443697499232713,,,train
COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCCC5)cc4)CC3)o2)cc1,-4.337242168318426,,,test
COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCCC5)cn4)CC3)o2)cc1,-4.309803919971486,,,train
COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCCC5)nc4)CC3)o2)cc1,-4.508638306165727,,,train
COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCN(C)CC5)cc4)CC3)o2)cc1,-4.251811972993799,,,train
COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCOCC5)cc4)CC3)o2)cc1,-4.251811972993799,,,val
COc1ccc(-c2nnn[nH]2)cc1-c1ccc(C#CCO)s1,-5.856985199745905,,,train
COc1ccc(-c2noc(C(Cc3ccc(-c4cc(C(=O)O)on4)cc3)c3ccc(F)cc3)n2)cc1,,-5.3979400086720375,,train
COc1ccc(-c2noc(C(Cc3ccc(-n4ncc(C(=O)O)c4N)cc3)c3ccc(F)cc3)n2)cc1,,-8.397940008672037,,train
COc1ccc(-c2noc(CC(=O)NCCCCC(=O)OC[C@H]3OC(O)[C@H](O)[C@@H](O)[C@H]3O)c2-c2ccc(OC)cc2)cc1,-6.632644078973981,,,val
COc1ccc(-c2noc(CC(=O)NCCCCCCCCCCC(=O)OC[C@H]3OC(O)[C@H](O)[C@@H](O)[C@H]3O)c2-c2ccc(OC)cc2)cc1,-6.772113295386326,,,train
COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,-6.382999658879101,,,train
COc1ccc(-c2noc(CC(=O)OC[C@H]3O[C@@H](O)[C@H](O)[C@@H](O)[C@H]3O)c2-c2ccc(OC)cc2)cc1,-6.42021640338319,,,train
COc1ccc(-n2cc(-c3n[nH]c4cc(Cl)c(N[C@@H]5CCN(C6COC6)C5)cc34)cn2)cc1,-4.818442226137214,,,train
COc1ccc(-n2cc(-c3n[nH]c4cc(Cl)c(N[C@H]5CNCC56CC6)cc34)cn2)cc1,-5.392544976785332,,,train
COc1ccc(-n2cc3cnc(NCC(F)(F)F)nc3c(-c3ccc(Br)cc3)c2=O)cc1,-4.568636235841013,,,train
COc1ccc(-n2cc3cnc(NCC(F)(F)F)nc3c(-c3ccc(Cl)cc3)c2=O)cc1,-4.568636235841013,,,test
COc1ccc(-n2cnc3cc(C(=O)N4CCCCC4)ccc32)cc1,,-3.204815410317576,,train
COc1ccc(-n2nc(C#N)c3c2C(=O)N(c2ccc(C4(CN(C)C)CC4)cc2)CC3)cc1,-7.337242168318426,,,train
COc1ccc(-n2nc(C#N)c3c2C(=O)N(c2ccc(C4(CN5CCCC5)CC4)cc2)CC3)cc1,-7.142667503568732,,,train
COc1ccc(-n2nc(C#N)c3c2C(=O)N(c2ccc(C4(CN5CCOCC5)CC4)cc2)CC3)cc1,-6.863279432843593,,,train
COc1ccc(-n2nc(C#N)c3c2C(=O)N(c2ccc(C4(CS(C)(=O)=O)CC4)cc2)CC3)cc1,-6.818156412055227,,,train
COc1ccc(-n2nc(C#N)c3c2C(=O)N(c2ccc(C4(N(C)C)CC4)cc2)CC3)cc1,-6.769551078621726,,,train
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C5=NC(C)(C)CO5)CC4)cc2)CC3)cc1,-7.356547323513813,,,train
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C5=NCCN5)CC4)cc2)CC3)cc1,-9.0,,,test
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C5=NCCN5C)CC4)cc2)CC3)cc1,-8.154901959985743,,,val
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C5=NCCO5)CC4)cc2)CC3)cc1,-6.838631997765025,,,train
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CN(C)C)CC4)cc2)CC3)cc1,-7.070581074285707,,,train
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CN5CCCC5)CC4)cc2)CC3)cc1,-7.154901959985743,,,train
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(Cn5ccnc5C)CC4)cc2)CC3)cc1,-7.154901959985743,,,train
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)C)CC4)cc2)CC3)cc1,-7.036212172654444,,,train
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)CC(N)=O)CC4)cc2)CC3)cc1,-6.7447274948966935,,,train
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)CCO)CC4)cc2)CC3)cc1,-6.94692155651658,,,train
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(c5ncc[nH]5)CC4)cc2)CC3)cc1,-7.244125144327507,,,train
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(C(C)=O)CC4)cc2)CC3)cc1,-6.6439741428068775,,,train
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(C5=NCCO5)CC4)cc2)CC3)cc1,-7.207608310501746,,,train
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CC(N)=O)CC4)cc2)CC3)cc1,-7.552841968657781,,,train
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CCN5CCOCC5)CC4)cc2)CC3)cc1,-7.346787486224656,,,val
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN(C)C)CC4)cc2)CC3)cc1,-8.301029995663981,,,val
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5)CC4)cc2)CC3)cc1,-8.0,,,train
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5=O)CC4)cc2)CC3)cc1,-8.096910013008056,,,train
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN5CCOCC5)CC4)cc2)CC3)cc1,-7.045757490560675,,,train
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CS(C)(=O)=O)CC4)cc2)CC3)cc1,-6.838631997765025,,,train
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(N(C)C)CC4)cc2)CC3)cc1,-6.903089986991944,,,train
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(N(C)CCO)CC4)cc2)CC3)cc1,-7.619788758288394,,,train
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,-8.045757490560675,,,val
COc1ccc(-n2nc(S(C)(=O)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5=O)CC4)cc2)CC3)cc1,-7.698970004336019,,,train
COc1ccc(-n2nc(S(C)(=O)=O)c3c2C(=O)N(c2ccc(C4(CN5CCOCC5)CC4)cc2)CC3)cc1,-6.844663962534939,,,train
COc1ccc(-n2nc(S(C)(=O)=O)c3c2C(=O)N(c2ccc(C4(Cn5ccnc5C)CC4)cc2)CC3)cc1,-7.958607314841775,,,train
COc1ccc(-n2ncc3c(=O)n(CC(=O)Nc4cc(C(F)(F)F)ccc4Cl)cnc32)cc1,,,-5.318758762624413,train
COc1ccc(/C=C(/C(=O)N2CCN(c3ncccn3)CC2)c2ccc(F)cc2)cc1,,-4.978810700930062,,train
COc1ccc(/C=C(/C(=O)N2CCN(c3ncccn3)CC2)c2cccc(C(F)(F)F)c2)cc1,,-4.832682665251824,,train
COc1ccc(/C=C(/C(=O)N2CCN(c3ncccn3)CC2)c2ccccc2)cc1,,-4.987162775294828,,train
COc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1OC,,-5.054531414868181,,test
COc1ccc(/C=C/C(=O)O)cc1OC,-4.701146923590294,,,test
COc1ccc(/C=C2\CNC/C(=C\c3ccc(OC)c(OC)c3)C2=O)cc1OC,-4.841637507904751,,-4.653647025549361,train
COc1ccc(/C=C2\COc3cc(OCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,,-5.309803919971486,,train
COc1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,,-5.167491087293763,,train
COc1ccc(/C=C2\COc3cc(OCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,,-5.180456064458132,,val
COc1ccc(/C=N/N(C)S(=O)(=O)c2cc3c(cc2C)OCO3)cc1OC,,-4.883392256011752,,train
COc1ccc(/C=N/NC(N)=S)cc1,,-4.949233688766958,,train
COc1ccc(/N=C2\C(=O)Nc3ccccc32)cc1,,-5.229147988357856,,train
COc1ccc(C(=O)CCC2C=CN(Cc3cccc(Cl)c3)C=C2C#N)cc1OC,,-4.82102305270683,,train
COc1ccc(C(=O)CCC2C=CN(Cc3cccc(Cl)c3)C=C2C(C)=O)cc1OC,,-4.739928612014925,,train
COc1ccc(C(=O)CCC2C=CN(Cc3cccc(Cl)c3)C=C2C(N)=O)cc1OC,,-4.723538195826756,,train
COc1ccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)cc1OC,,-5.801342913045578,,train
COc1ccc(C(=O)NC(C)c2cnn(C)n2)cc1S(=O)(=O)Nc1ccc(Cl)cc1,,,-4.877243666092925,test
COc1ccc(C(=O)NCc2cccc(C(=O)NCCC3CCCNC3)c2)cc1OC,-7.0,,,train
COc1ccc(C(=O)NCc2cccc(C(=O)NCCC3CCNCC3)c2)cc1OC,-7.0,-6.221848749616356,,test
COc1ccc(C(=O)NCc2cccc(C(=O)NCCc3ccncc3)c2)cc1OC,-6.301029995663981,,,train
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CN(C)C)cc3)c2)cc1C,-5.102372908709558,-4.6777807052660805,,train
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CN(C)C)cc3)c2)cc1Cl,-5.113509274827519,-4.619788758288394,,train
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CN(C)C)cc3)c2)cc1OC,,-5.0,,train
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CO)cc3)c2)cc1OC,-6.221848749616356,-5.0,,train
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CN(C)CC4)c2)cc1OC,-6.522878745280337,-4.795880017344075,,train
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC,,-5.443697499232713,,train
COc1ccc(C(=O)NCc2nc(C)no2)cc1S(=O)(=O)Nc1ccc(C)cc1,,,-5.096910013008056,train
COc1ccc(C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)c(O)c1,,-5.522878745280337,,train
COc1ccc(C(=O)Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCC4(CCNCC4)C3)cc2)cc1,,-11.69897000433602,,train
COc1ccc(C(Cc2ccc(-c3cc(C(=O)O)on3)cc2)c2nc(-c3ccc(Cl)cc3)no2)cc1,,-4.318758762624412,,train
COc1ccc(C(Cc2ccc(-c3nc(C(=O)O)cs3)cc2)c2nc(-c3cccc(F)c3)no2)cc1,,-5.221848749616356,,train
COc1ccc(C2(c3cccc(-c4cccnc4)c3)CC(OC)C(N)=N2)cc1,-4.805594293263239,,,test
COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)CS2)cc1,-4.721246399047171,,,train
COc1ccc(C2(c3cccc(-c4cncnc4)c3)CCC(N)=N2)cc1,-6.522878745280337,,,train
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3nc(C)sc32)cc1,-4.7447274948966935,,,train
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)n3nc(C)cc32)cc1,-4.522878745280337,,,train
COc1ccc(C2=NN(C(C)=O)C(c3ccc(-c4ccccc4)cc3)C2)c(OC)c1,,-6.0,,val
COc1ccc(C2CC(c3ccc(-c4ccccc4)cc3)=NN2C(C)=O)cc1OC,,-5.044793462458059,,train
COc1ccc(C2CC2)cc1S(=O)(=O)Nc1ccc2c(c1)CCN2C(C)=O,-4.73471037413917,,,train
COc1ccc(C2CCN(CCc3cnn(-c4nccc5c(=O)[nH]cnc45)c3)CC2)cc1,-5.238824186844269,,,train
COc1ccc(C2Cc3nccn3C2)cc1,,-4.2441251443275085,,test
COc1ccc(C2N=C(Nc3nc4ccc(F)cc4o3)NC(C)=C2C(=O)Nc2cc(C(=O)O)ccn2)c(Cl)c1,,-5.0,,train
COc1ccc(C2N=C(Nc3nc4cccc(N)c4o3)NC(C)=C2C(=O)Nc2cc(C(=O)O)ccn2)c(Cl)c1,,-6.0,,test
COc1ccc(C2N=C(Nc3nc4ccccc4o3)NC(C)=C2C(=O)Nc2nncs2)c(Cl)c1,,-4.496209316942819,,train
COc1ccc(C2c3ccc4ccccc4c3Oc3nc4c(c(N)c32)CCCC4)c(OC)c1,,-4.835647144215563,,train
COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5cc(C)ncn5)ccc42)C3)c(C#N)c1,,,-4.853871964321762,train
COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5cc(C)ncn5)ccc42)C3)c(C(N)=O)c1,,,-5.657577319177793,train
COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5cc(C)ncn5)ccc42)C3)c(NC(C)=O)c1,,,-4.823908740944319,train
COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5cc(C)ncn5)ccc42)C3)nc1,,,-4.886056647693163,train
